Indicador (Millones de pesos en precios corrientes),año,Oro,Plata,Plomo,Cobre,Zinc,Manganeso,Gráfito,Barita,Fluorita,Silice,,,año,Oro,Plata,Plomo,Cobre,Zinc,Manganeso,Gráfito,Barita,Fluorita,Silice,,
2015-11-01,2015,5454.35,3387.44,567.542,3308.07,998.534,32.9456,1.72479,54.5638,138.174,71.3273,,,,,,,,,,,,,,,
2015-12-01,2015,6202.05,3091.46,386.675,3262.42,957.106,25.2786,0.693031,52.8517,79.199,71.2383,,,,,,,,,,,,,,,
2016-01-01,2016,6150.48,2953.29,435.551,3186.19,979.85,15.4152,0.641308,42.3304,115.549,97.9986,,,,,,,,,,,,,,,
2016-02-01,2016,6939.5,2979.88,383.948,3703.99,853.461,29.4232,4.7614,24.6431,165.301,90.8518,,,,,,,,,,,,,,,
2016-03-01,2016,6471.48,3471.19,415.708,3682.68,924.907,41.275,1.94544,22.7544,161.654,92.6454,,,,,,,,,,,,,,,
2016-04-01,2016,6755.85,3256.46,410.798,3381.49,802.076,60.3542,0.756675,19.4799,192.805,81.323,,,,,,,,,,,,,,,
2016-05-01,2016,7104.09,3187.55,407.542,3525.5,922.749,63.2605,1.91359,15.5329,168.343,86.8091,,,,,,,,,,,,,,,
2016-06-01,2016,8110.27,3664.55,384.087,3505.25,1285.25,33.8439,1.96746,15.8848,172.248,84.734,,,,,,,,,,,,,,,
2016-07-01,2016,7152.05,4179.8,501.878,3918.96,1279.13,28.6216,0.335892,22.5517,167.372,87.4731,,,,,,,,,,,,,,,
2016-08-01,2016,7282.17,4154.56,384.619,3654.03,1650.96,37.1391,0.38661,25.9761,165.383,87.5188,,,,,,,,,,,,,,,
2016-09-01,2016,8079.05,3837.85,508.052,3840.49,1508.92,72.8316,0.601412,28.934,193.167,88.132,,,,,,,,,,,,,,,
2016-10-01,2016,7209.9,3321.9,614.54,3494.21,1413.17,94.2567,0.370259,62.0532,178.659,88.0232,,,,,,,,,,,,,,,
2016-11-01,2016,8367.71,3870.2,650.512,4224.4,1833.07,132.222,1.1787,36.7815,189.835,88.2765,,,,,,,,,,,,,,,
2016-12-01,2016,8040.12,3348.5,475.786,4481.8,1829.11,163.75,0.379,37.7611,179.384,88.2609,,,,,,,,,,,,,,,
2017-01-01,2017,7140.72,3705.9,635.679,4957.18,2266.54,134.891,0.824232,67.0438,204.173,23.6902,,,,,,,,,,,,,,,
2017-02-01,2017,6880.8,3798.33,670.045,4592.98,1846.91,54.5309,0.92,55.8687,206.852,34.8759,,,,,,,,,,,,,,,
2017-03-01,2017,7511.28,3902.42,598.935,4643.2,1634.09,76.5897,0.92566,63.5486,190.241,36.4993,,,,,,,,,,,,,,,
2017-04-01,2017,6241.32,3332.34,537.89,3792.85,1850.04,80.2922,0.383286,59.9419,203.284,36.847,,,,,,,,,,,,,,,
2017-05-01,2017,6283.82,3139.84,530.251,3823.94,1775.38,92.6654,0.750584,51.2914,204.608,36.7093,,,,,,,,,,,,,,,
2017-06-01,2017,6909.49,3277.1,526.399,4384.84,1598.35,90.9325,0,70.1218,184.977,38.7308,,,,,,,,,,,,,,,
2017-07-01,2017,5609.37,2885.61,531.684,4020.57,1469.92,48.8706,0.4654,61.8004,189.487,39.5394,,,,,,,,,,,,,,,
2017-08-01,2017,6041.33,3512.16,593.802,4543.51,1783.03,70.1743,0.70573,65.2071,220.41,40.6582,,,,,,,,,,,,,,,
2017-09-01,2017,6000.3,3566.97,590.959,4490.61,1731.72,95.0201,0.86099,62.4741,206.064,41.2419,,,,,,,,,,,,,,,
2017-10-01,2017,5780.05,3355.78,707.605,4880.85,2123.73,103.663,1.34368,73.1554,190.841,41.2839,,,,,,,,,,,,,,,
2017-11-01,2017,6124.01,3329.79,617.54,4827.82,2049.18,101.148,0.43771,74.8471,158.497,41.6351,,,,,,,,,,,,,,,
2017-12-01,2017,6832.03,3915.58,720.087,4959.45,1823.55,102.091,0,68.717,186.067,41.6743,,,,,,,,,,,,,,,
2018-01-01,2018,6764.2,2803.84,291.448,5386.65,2086.86,106.447,1.008,66.1843,361.682,30.7014,,,,,,,,,,,,,,,
2018-02-01,2018,6289.48,2594.38,416.735,4719.55,2244.24,31.1058,0.771167,56.5811,320.994,35.1799,,,,,,,,,,,,,,,
2018-03-01,2018,7408.87,3391.28,594.001,5370.09,2076.9,129.368,2.95431,74.0973,304.074,39.2938,,,,,,,,,,,,,,,
2018-04-01,2018,6394.9,3226.73,489.279,4761.12,1948.53,125.496,1.33019,77.9589,315.439,37.2256,,,,,,,,,,,,,,,
2018-05-01,2018,6440.65,3555.78,453.472,4660.96,1387.37,114.908,3.17337,71.7807,393.584,39.8031,,,,,,,,,,,,,,,
2018-06-01,2018,6298.03,3325.33,638.427,5458.34,2150.67,110.365,3.43839,48.0587,371.878,40.9703,,,,,,,,,,,,,,,
2018-07-01,2018,5220.76,2864.83,549.625,4954.27,1292.39,46.3322,2.47503,59.5806,298.797,41.9,,,,,,,,,,,,,,,
2018-08-01,2018,5024.11,2751.09,381.108,4585.31,1439.69,116.597,1.2322,65.1929,198.209,44.798,,,,,,,,,,,,,,,
2018-09-01,2018,5275.39,2747.02,460.29,4644.21,1485.89,108.047,3.17065,67.2111,358.361,43.606,,,,,,,,,,,,,,,
2018-10-01,2018,5268.75,2576.68,360.451,4675.24,1593.11,111.505,1.95708,67.6432,261.89,47.9291,,,,,,,,,,,,,,,
2018-11-01,2018,5333.97,2959.02,523.345,4992.16,1972.23,132.176,2.00118,69.8061,322.356,45.453,,,,,,,,,,,,,,,
2018-12-01,2018,6001.56,3067.68,486.129,5163.9999,1822.47,141.113,1.01684,68.064,312.783,46.2736,,,,,,,,,,,,,,,
2019-01-01,2019,4871.18,2557.53,524.06,5222.57,1032.03,27.6104,0,75.9767,286.476,148.983,,,,,,,,,,,,,,,
2019-02-01,2019,4217.79,2786.83,385.845,4603.58,1963.67,111.03,0.654551,69.6719,316.681,130.027,,,,,,,,,,,,,,,
2019-03-01,2019,5670.93,4662.89,526.395,5055.62,1949.86,121.515,1.2456,60.1469,268.977,145.742,,,,,,,,,,,,,,,
2019-04-01,2019,4463.44,2141.05,434.369,5648.36,1592.66,27.9277,0.336511,57.063,268.056,137.643,,,,,,,,,,,,,,,
2019-05-01,2019,4958.71,2617.74,349.406,4486.22,589.803,119.857,0.964687,94.8191,310.109,137.968,,,,,,,,,,,,,,,
2019-06-01,2019,4862.9,2331.73,411.853,4924.35,1420.48,115.614,0.273612,65.6025,318.764,131.78,,,,,,,,,,,,,,,
2019-07-01,2019,5428.66,2699.14,440.391,4448.83,869.452,106.74,1.3559,106.284,255.355,139.982,,,,,,,,,,,,,,,
2019-08-01,2019,6250.28,3552.39,484.387,4480.6,935.892,96.4176,1.93753,108.281,226.674,139.92,,,,,,,,,,,,,,,
2019-09-01,2019,5504.09,3531.16,583.108,4128.5,1316.74,55.7827,1.37733,98.2992,287.595,130.061,,,,,,,,,,,,,,,
2019-10-01,2019,5479.1,2838.71,489.751,3893.55,1296.89,116.654,1.10383,82.7666,235.408,130.958,,,,,,,,,,,,,,,
2019-11-01,2019,5450.92,3250.26,633.205,4620.39,1770.59,66.8291,0,78.4893,272.984,132.865,,,,,,,,,,,,,,,
2019-12-01,2019,6008.26,3681.13,529.058,4682.33,1268.85,54.3967,0.625299,65.6647,352.82,131.653,,,,,,,,,,,,,,,
2020-01-01,2020,5355.65,3544.84,589.709,4883.18,1545.91,73.1691,1.4275,76.4668,263.782,132.348,,,,,,,,,,,,,,,
2020-02-01,2020,5450.81,3332.94,452.981,4291.87,1386.36,73.2551,0.967381,75.51,205.734,123.363,,,,,,,,,,,,,,,
2020-03-01,2020,7032.63,3719.39,601.587,5009.15,1846.91,85.612,1.519,27.7216,206.002,122.739,,,,,,,,,,,,,,,
2020-04-01,2020,5975.7,2382.81,390.047,4964.78,1069.22,36.6755,1.4006,5.13923,186.887,115.912,,,,,,,,,,,,,,,
2020-05-01,2020,5073.49,3084.87,368.424,4881.94,524.927,134.267,0,143.449,178.555,96.8338,,,,,,,,,,,,,,,
2020-06-01,2020,6950.7,4151.83,580.546,5190.78,1440.36,105.878,0,226.187,199.434,118.761,,,,,,,,,,,,,,,
2020-07-01,2020,8123.56,5401.12,598.107,8275.3,1430.83,90.074,0.992302,111.943,209.217,135.075,,,,,,,,,,,,,,,
2020-08-01,2020,9672.53,7484.33,883.694,5901.92,1992.36,63.0768,0.504498,129.617,204.819,142.546,,,,,,,,,,,,,,,
2020-09-01,2020,8188.79,5215.9,582.943,5486.14,1874.04,48.2809,0.625201,95.6726,204.781,132.985,,,,,,,,,,,,,,,
2020-10-01,2020,9056.62,5140.41,709.27,5484.56,1799.21,85.2948,0.577002,92.394,208.87,138.591,,,,,,,,,,,,,,,
2020-11-01,2020,8026.09,5143.74,616.077,5680.25,2030.17,72.6059,0.667107,95.9095,236.189,142.128,,,,,,,,,,,,,,,
2020-12-01,2020,8934.85,5781.15,673.1,6206.42,2225.88,73.9224,0.797892,91.5949,294.224,140.03,,,,,,,,,,,,,,,
2021-01-01,2021,8179.13,5473.86,505.956,6111.02,1360.54,89.7349,0.616228,69.4622,226.101,138.722,,,,,,,,,,,,,,,
2021-02-01,2021,7430.39,6105.79,602.532,6864.42,1682.87,32.1097,0.952221,61.0525,228.144,132.545,,,,,,,,,,,,,,,
2021-03-01,2021,7939.7,6213.7,559.382,7407.7,2099.55,87.4932,0.881411,82.7705,242.687,132.989,,,,,,,,,,,,,,,
2021-04-01,2021,7060.89,5896.04,620.344,7095.95,1723.31,98.0495,0.638774,91.5457,314.048,130.152,,,,,,,,,,,,,,,
2021-05-01,2021,7596.82,6276.69,649.708,7828.28,2068.13,86.6918,1.0487,73.5311,347.326,129.342,,,,,,,,,,,,,,,
2021-06-01,2021,7748.87,6288.96,675.408,7372.61,1926.9967,69.7999,1.04612,88.7427,318.435,132.992,,,,,,,,,,,,,,,
2021-07-01,2021,7578.41,6024.96,754.121,7471.89,2291.13,95.6511,1.04106,86.8955,308.094,137.554,,,,,,,,,,,,,,,
2021-08-01,2021,7844.3,5315.42,803.432,7763.48,2127.98,99.1814,1.08483,111.988,322.981,140.736,,,,,,,,,,,,,,,
2021-09-01,2021,8504.49,5490.12,788.872,11352.1,2184.4,35.9565,0.964591,88.4321,344.712,139.304,,,,,,,,,,,,,,,
2021-10-01,2021,8392.45,5130.24,768.113,8052.63,2051.36,101.669,0.983478,101.88,308.149,140.512,,,,,,,,,,,,,,,
2021-11-01,2021,8520.18,5343.58,731.622,8069.41,2329.8,80.5857,0.968208,82.9399,358.722,139.8,,,,,,,,,,,,,,,
2021-12-01,2021,8397.46,4873.37,742.267,7499.99,2500.58,79.4396,1.1182,70.8491,381.96,138.78,,,,,,,,,,,,,,,
2022-01-01,2022,9590.6,4992.78,598.542,7969.57,2101.1,76.058,1.11245,65.0907,515.674,206.621,,,,,,,,,,,,,,,
2022-02-01,2022,8986.36,5164.3,559.107,8240.83,2020.99,65.8991,1.16422,73.0977,375.478,205.17,,,,,,,,,,,,,,,
2022-03-01,2022,9463.48,5735.23,575.51,8654.09,2186.55,135.037,1.08931,74.3564,307.416,204.201,,,,,,,,,,,,,,,
2022-04-01,2022,8019.69,5229.57,566.823,8367.3,2099.19,150.298,1.10046,112.37,330.828,202.362,,,,,,,,,,,,,,,
2022-05-01,2022,7851.23,4934.22,502.278,7733.37,1906.64,138.076,0.945756,75.0227,345.961,200.689,,,,,,,,,,,,,,,
2022-06-01,2022,8343.95,4777.64,487.06,6549.16,1876.42,124.094,1.0581,80.6143,343.144,201.034,,,,,,,,,,,,,,,
2022-07-01,2022,7151.78,4007.99,492.921,5893.92,1728.69,123.417,0.995638,88.9887,315.454,207.038,,,,,,,,,,,,,,,
2022-08-01,2022,7754.12,4191.71,508.802,6571.33,1987.45,47.8265,1.0459,87.2821,529.813,209.171,,,,,,,,,,,,,,,
2022-09-01,2022,7619.8,3835.96,451.268,6187.07,1711.5,89.771,1.05248,90.0914,421.975,209.726,,,,,,,,,,,,,,,
2022-10-01,2022,7283.45,3858.1,466.851,6445.7,1645.33,75.3854,1.00164,91.5742,339.669,209.835,,,,,,,,,,,,,,,
2022-11-01,2022,7043.96,4226.29,469.724,6642.56,1441.44,73.7383,0.982074,84.0852,324.187,210.04,,,,,,,,,,,,,,,
2022-12-01,2022,7990.63,4713.59,493.296,6973.76,1769.68,76.7768,1.02212,74.8485,354.439,209.523,,,,,,,,,,,,,,,
2023-01-01,2023,7871.65,4669.12,616.905,7448.45,1791.3,82.209,0,94.5048,505.936,190.913,,,,,,,,,,,,,,,
2023-02-01,2023,7394.87,4315.79,569.83,7045.93,1783.16,14.9434,1.09225,96.3645,424.564,184.127,,,,,,,,,,,,,,,
2023-03-01,2023,8470.89,4414.73,440.624,7043.84,2791.95,107.047,1.79335,97.7165,599.888,184.4,,,,,,,,,,,,,,,
2023-04-01,2023,6078.56,5065.24,663.856,6859.31,1668.17,89.8248,0.457002,87.2338,591.71,180.752,,,,,,,,,,,,,,,
2023-05-01,2023,6405.05,4825.18,553.269,6339.81,1302.47,85.4206,1.25189,85.2478,470.446,178.216,,,,,,,,,,,,,,,
2023-06-01,2023,5790.94,3629.9,335.703,6232.22,763.155,76.4569,1.07332,63.7026,468.201,184.289,,,,,,,,,,,,,,,
2023-07-01,2023,5326.97,3467.45,289.817,6094.63,658.764,72.0344,0.177881,61.3961,442.578,170.169,,,,,,,,,,,,,,,
2023-08-01,2023,5718.42,3403.76,300.098,6156.81,649.972,23.4292,0.654251,56.1594,571.954,182.097,,,,,,,,,,,,,,,
2023-09-01,2023,5802.64,3348.24,370.515,5847.59,657.019,66.1476,1.10532,65.9782,509.486,198.024,,,,,,,,,,,,,,,
2023-10-01,2023,6063.91,3601.54,349.019,6170.13,832.705,73.1603,0.273144,48.723,459.097,199.593,,,,,,,,,,,,,,,
2023-11-01,2023,6402.89,3790.23,402.547,5675.52,1026.13,73.4638,0.253945,50.6196,596.54,200.376,,,,,,,,,,,,,,,
2023-12-01,2023,6167.98,3414.9,320.922,5388.87,730.529,71.8065,0.127087,45.0307,587.961,200.228,,,,,,,,,,,,,,,
2024-01-01,2024,6757.68,4513.01,578.389,5541.3,1310.95,37.3644,0,65.2415,666.573,165.888,,,,,,,,,,,,,,,
2024-02-01,2024,6698.27,4273.62,542.593,5684.82,940.623,6.0191,0.129261,47.2579,525.396,153.614,,,,,,,,,,,,,,,
2024-03-01,2024,7063.9951,4750.45,525.996,6177.14,1424.16,7.76094,0.553267,61.4578,728.097,147.814,,,,,,,,,,,,,,,
2024-04-01,2024,6998.6,4986.42,476.631,5339.7,1426.02,56.9395,0.330242,60.4937,660.663,144.998,,,,,,,,,,,,,,,
2024-05-01,2024,6863.81,5575.71,443.759,6568.73,2001.49,99.9567,0.565557,50.6719,633.334,142.44,,,,,,,,,,,,,,,
2024-06-01,2024,6986.74,6126.63,538.721,6858.71,1802.73,114.398,0.127054,60.2004,625.374,142.518,,,,,,,,,,,,,,,
2024-07-01,2024,6905.08,5672.37,447.612,7056.49,1580.51,216.569,0.470169,55.5716,653.149,140.431,,,,,,,,,,,,,,,
2024-08-01,2024,8075.38,5738.69,512.301,7348.41,1907.82,128.899,0.559078,54.1979,707.048,154.508,,,,,,,,,,,,,,,
2024-09-01,2024,8445.59,6057.57,575.388,7831.76,1959.83,73.0148,0.552745,55.3205,697.726,168.069,,,,,,,,,,,,,,,
2024-10-01,2024,10181.5,6658.22,570.24,8096.45,2033.1,34.1159,0.400257,67.3341,660.876,164.453,,,,,,,,,,,,,,,
2024-11-01,2024,10209.1,6886.17,632.079,8158.14,2290.71,53.4349,0.400144,61.8276,795.34,173.844,,,,,,,,,,,,,,,
2024-12-01,2024,10864.1,7001.71,699.481,7993.2,2697.87,72.3899,0.400325,61.828,0.597801,171.997,,,,,,,,,,,,,,,
2025-01-01,2025,11007.99586,6873.1,671.539,7660.88,2603.2,76.7687,0.211659,92.3666,694.133,180.593,,,,,,,,,,,,,,,
2025-02-01,2025,11535.2,7341.97,680.282,7868.62,2242.5,76.7655,0.486494,71.5272,619.206,175.307,,,,,,,,,,,,,,,
2025-03-01,2025,12071.4,7591.5,739.626,8543.39,2721.73,44.7615,0.470535,66.4979,743.484,171.545,,,,,,,,,,,,,,,
2025-04-01,2025,11257.8,7228.11,688.993,6975.67,2515.46,66.501,0.475719,58.5017,676.91,155.729,,,,,,,,,,,,,,,
2025-05-01,2025,11199.2,6940.8,641.1367226656,7608.2,2142.2,79.9165396321,0.5,59.01104814,657.2,156.640197989,,,,,,,,,,,,,,,
2025-06-01,2025,10732.1,6432.2,559.7056515529,7132.2,1801.6,68.0995083078,0.3,72.914223,664.9,159.21344274,,,,,,,,,,,,,,,
2025-07-01,2025,10545.2,6289.3,544.8742126127,6778.2,1790.1,69.5037896399,0.4,67.016900544,671.3,160.652172723,,,,,,,,,,,,,,,
2025-08-01,2025,10365.3,6523.7,574.3070714707,7013.9,1705.1,21.8918579405,0.4,75.406327309,693.8,156.571790925,,,,,,,,,,,,,,,
2025-09-01,2025,12867,8516.6,583.1957574064,7587.2,1955.4,68.5617734152,0.4,62.262680064,706.5,163.037757572,,,,,,,,,,,,,,,
2025-10-01,2025,13759.8,9900.7,542.9606468064,8261.4,2202.7,61.8443943322,0.5,58.178350871,665.8,166.28132334,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,*,Cifras preliminares,,,,,,,,,,,,,,,,,,,,,,,,
