anio,mineral,etapa,valor_total_usd,destino_principal,share_principal,share_china,share_eua,n_destinos
2001,plomo,E1 Mena/concentrado,3044231.0,Belgica,0.533,0.4651,0.0019,3
2001,plomo,E2 Metal en bruto/refinado,9841842.0,Estados Unidos,0.5999,0.1229,0.5999,7
2001,plomo,E3 Semimanufacturas,59948.0,Estados Unidos,0.9409,0.0,0.9409,3
2001,plomo,E4 Manufacturas,769632.0,Estados Unidos,0.749,0.0,0.749,10
2001,silice,E1 Arena silica/cuarzo,625211.0,Estados Unidos,0.6789,0.0,0.6789,11
2001,silice,E2 Silicio/ferrosilicio/SiO2,7518561.0,Canada,0.3287,0.0,0.1299,20
2001,zinc,E1 Mena/concentrado,57019713.0,Japon,0.3862,0.1431,0.0697,9
2001,zinc,E2 Metal en bruto/refinado,146840871.0,Estados Unidos,0.8216,0.0,0.8216,16
2001,zinc,E3 Semimanufacturas,16308435.0,Estados Unidos,0.9797,0.0,0.9797,7
2001,zinc,E4 Manufacturas,5068460.0,Estados Unidos,0.9616,0.0,0.9616,9
2002,barita,E1 Crudo/molido,295067.0,Cuba,0.7158,0.0,0.0284,6
2002,barita,E2 Quimicos de bario,1102191.0,Estados Unidos,0.9964,0.0,0.9964,2
2002,cobre,E1 Mena/concentrado,48017012.0,Peru,0.4224,0.2836,0.0,9
2002,cobre,E2 Metal en bruto/refinado,149454604.0,Estados Unidos,0.8989,0.0039,0.8989,10
2002,cobre,E3 Semimanufacturas,231802524.0,Estados Unidos,0.8919,0.0013,0.8919,48
2002,cobre,E4 Manufacturas,45013842.0,Estados Unidos,0.876,0.0,0.876,32
2002,fluorita,E1 Espato fluor (crudo),29185599.0,Canada,0.2894,0.0,0.2114,15
2002,fluorita,E2 Fluoroquimica,100848531.0,Estados Unidos,0.8285,0.0,0.8285,12
2002,grafito,E1 Grafito natural,1540744.0,Estados Unidos,0.7353,0.0,0.7353,8
2002,grafito,E2 Grafito artificial/prep.,14493558.0,Estados Unidos,0.5491,0.0,0.5491,9
2002,grafito,E3 Electrodos/articulos de carbono,73026697.0,Estados Unidos,0.8898,0.0,0.8898,31
2002,manganeso,E1 Mena/concentrado,2499186.0,Indonesia,0.2677,0.0,0.189,18
2002,manganeso,E2 Ferroaleaciones,14871798.0,Estados Unidos,0.6717,0.0,0.6717,18
2002,manganeso,E3 Quimicos/metal,1654855.0,Paises Bajos,0.2543,0.0,0.0397,14
2002,oro,E2 Bruto/semilabrado,80204403.0,Estados Unidos,0.8779,0.0,0.8779,5
2002,oro-plata (manufacturas),E4 Joyeria/orfebreria,337614943.0,Estados Unidos,0.9586,0.0002,0.9586,56
2002,plata,E1 Mena/concentrado,628644.0,Suiza,0.9833,0.0,0.0167,2
2002,plata,E2 Bruto/semilabrado,531368930.0,Estados Unidos,0.8906,0.0,0.8906,14
2002,plomo,E1 Mena/concentrado,690361.0,China,0.6408,0.6408,0.0,2
2002,plomo,E2 Metal en bruto/refinado,5307047.0,Estados Unidos,0.7693,0.0,0.7693,8
2002,plomo,E3 Semimanufacturas,167820.0,Cuba,0.8889,0.0,0.0981,4
2002,plomo,E4 Manufacturas,669643.0,Estados Unidos,0.7101,0.0,0.7101,11
2002,silice,E1 Arena silica/cuarzo,339074.0,Estados Unidos,0.4596,0.0,0.4596,9
2002,silice,E2 Silicio/ferrosilicio/SiO2,5684154.0,Estados Unidos,0.5791,0.0,0.5791,17
2002,zinc,E1 Mena/concentrado,54149930.0,Canada,0.2796,0.1744,0.0788,12
2002,zinc,E2 Metal en bruto/refinado,140721783.0,Estados Unidos,0.845,0.0,0.845,15
2002,zinc,E3 Semimanufacturas,497806.0,Estados Unidos,0.5042,0.0,0.5042,6
2002,zinc,E4 Manufacturas,20310677.0,Estados Unidos,0.9614,0.0,0.9614,13
2003,barita,E1 Crudo/molido,158568.0,Estados Unidos,0.5836,0.0,0.5836,2
2003,barita,E2 Quimicos de bario,2856761.0,Estados Unidos,0.9994,0.0,0.9994,2
2003,cobre,E1 Mena/concentrado,55865611.0,China,0.4544,0.4544,0.1368,8
2003,cobre,E2 Metal en bruto/refinado,95820988.0,Estados Unidos,0.9111,0.0805,0.9111,7
2003,cobre,E3 Semimanufacturas,231848154.0,Estados Unidos,0.8106,0.0272,0.8106,48
2003,cobre,E4 Manufacturas,36465117.0,Estados Unidos,0.9647,0.0005,0.9647,32
2003,fluorita,E1 Espato fluor (crudo),39306023.0,Canada,0.2615,0.0,0.2338,22
2003,fluorita,E2 Fluoroquimica,94480357.0,Estados Unidos,0.7879,0.0004,0.7879,15
2003,grafito,E1 Grafito natural,1493698.0,Estados Unidos,0.8208,0.0,0.8208,3
2003,grafito,E2 Grafito artificial/prep.,10553422.0,Belgica,0.5596,0.0009,0.1149,13
2003,grafito,E3 Electrodos/articulos de carbono,108394185.0,Estados Unidos,0.8939,0.0,0.8939,24
2003,manganeso,E1 Mena/concentrado,2311065.0,Guatemala,0.1788,0.0,0.1373,13
2003,manganeso,E2 Ferroaleaciones,23184846.0,Estados Unidos,0.7436,0.0,0.7436,19
2003,manganeso,E3 Quimicos/metal,973944.0,Paises Bajos,0.3358,0.0,0.1279,7
2003,oro,E2 Bruto/semilabrado,156753172.0,Estados Unidos,0.733,0.0,0.733,7
2003,oro-plata (manufacturas),E4 Joyeria/orfebreria,363424846.0,Estados Unidos,0.9543,0.0001,0.9543,60
2003,plata,E1 Mena/concentrado,879148.0,Suiza,0.9722,0.0,0.0278,2
2003,plata,E2 Bruto/semilabrado,511538513.0,Estados Unidos,0.867,0.0,0.867,13
2003,plomo,E1 Mena/concentrado,11557733.0,Japon,0.6644,0.0059,0.0,3
2003,plomo,E2 Metal en bruto/refinado,6707125.0,Estados Unidos,0.5953,0.0,0.5953,8
2003,plomo,E3 Semimanufacturas,110449.0,Cuba,0.9116,0.0,0.0,3
2003,plomo,E4 Manufacturas,721839.0,Estados Unidos,0.6855,0.0,0.6855,14
2003,silice,E1 Arena silica/cuarzo,339166.0,Guatemala,0.5021,0.0,0.3673,8
2003,silice,E2 Silicio/ferrosilicio/SiO2,5099616.0,Estados Unidos,0.7233,0.0,0.7233,17
2003,zinc,E1 Mena/concentrado,54195655.0,Canada,0.337,0.0813,0.1016,12
2003,zinc,E2 Metal en bruto/refinado,164691470.0,Estados Unidos,0.8255,0.0,0.8255,13
2003,zinc,E3 Semimanufacturas,490938.0,Estados Unidos,0.6488,0.0,0.6488,3
2003,zinc,E4 Manufacturas,15257973.0,Estados Unidos,0.9794,0.0,0.9794,9
2004,barita,E1 Crudo/molido,329427.0,Uruguay,0.5637,0.0,0.1274,3
2004,barita,E2 Quimicos de bario,1923072.0,Estados Unidos,0.9977,0.0,0.9977,2
2004,cobre,E1 Mena/concentrado,142696018.0,Suiza,0.383,0.3414,0.2223,9
2004,cobre,E2 Metal en bruto/refinado,180404616.0,Estados Unidos,0.8615,0.078,0.8615,14
2004,cobre,E3 Semimanufacturas,386745985.0,Estados Unidos,0.8588,0.0004,0.8588,40
2004,cobre,E4 Manufacturas,19801435.0,Estados Unidos,0.9441,0.0022,0.9441,30
2004,fluorita,E1 Espato fluor (crudo),49277614.0,Estados Unidos,0.4091,0.0,0.4091,16
2004,fluorita,E2 Fluoroquimica,87079015.0,Estados Unidos,0.8635,0.0,0.8635,9
2004,grafito,E1 Grafito natural,2862457.0,Estados Unidos,0.897,0.0,0.897,8
2004,grafito,E2 Grafito artificial/prep.,11097371.0,Suiza,0.8128,0.0,0.1393,10
2004,grafito,E3 Electrodos/articulos de carbono,82879316.0,Suiza,0.8091,0.0,0.1666,22
2004,manganeso,E1 Mena/concentrado,2135077.0,Estados Unidos,0.4492,0.0,0.4492,14
2004,manganeso,E2 Ferroaleaciones,30747282.0,Estados Unidos,0.8758,0.0,0.8758,13
2004,manganeso,E3 Quimicos/metal,1903742.0,Hong Kong,0.6657,0.0,0.128,6
2004,oro,E1 Mena/concentrado,18333.0,Estados Unidos,1.0,0.0,1.0,1
2004,oro,E2 Bruto/semilabrado,154192536.0,Estados Unidos,0.7619,0.0,0.7619,6
2004,oro-plata (manufacturas),E4 Joyeria/orfebreria,545999372.0,Estados Unidos,0.95,0.0001,0.95,62
2004,plata,E1 Mena/concentrado,858138.0,Suiza,0.9436,0.0,0.0564,2
2004,plata,E2 Bruto/semilabrado,680423986.0,Estados Unidos,0.8871,0.0,0.8871,16
2004,plomo,E1 Mena/concentrado,15726602.0,Suiza,0.6705,0.0,0.0,7
2004,plomo,E2 Metal en bruto/refinado,7375338.0,Estados Unidos,0.7061,0.0,0.7061,8
2004,plomo,E3 Semimanufacturas,107554.0,Cuba,0.7894,0.0,0.1852,3
2004,plomo,E4 Manufacturas,653049.0,Estados Unidos,0.6183,0.0,0.6183,10
2004,silice,E1 Arena silica/cuarzo,1346939.0,Estados Unidos,0.8779,0.0,0.8779,7
2004,silice,E2 Silicio/ferrosilicio/SiO2,8423942.0,Estados Unidos,0.6336,0.0,0.6336,17
2004,zinc,E1 Mena/concentrado,53150900.0,Francia,0.379,0.0002,0.0487,13
2004,zinc,E2 Metal en bruto/refinado,215091995.0,Estados Unidos,0.7692,0.0,0.7692,20
2004,zinc,E3 Semimanufacturas,274762.0,Cuba,0.3396,0.0,0.3385,4
2004,zinc,E4 Manufacturas,12609814.0,Estados Unidos,0.995,0.0,0.995,12
2005,barita,E1 Crudo/molido,1260125.0,Venezuela,0.5185,0.0,0.0705,4
2005,barita,E2 Quimicos de bario,340427.0,Estados Unidos,0.992,0.0,0.992,3
2005,cobre,E1 Mena/concentrado,89827731.0,China,0.4585,0.4585,0.0051,9
2005,cobre,E2 Metal en bruto/refinado,279220725.0,Estados Unidos,0.4023,0.1864,0.4023,20
2005,cobre,E3 Semimanufacturas,596649067.0,Estados Unidos,0.8607,0.0002,0.8607,62
2005,cobre,E4 Manufacturas,23245383.0,Estados Unidos,0.9343,0.0021,0.9343,56
2005,fluorita,E1 Espato fluor (crudo),54291105.0,Canada,0.2286,0.0,0.2154,23
2005,fluorita,E2 Fluoroquimica,102742390.0,Estados Unidos,0.8335,0.0,0.8335,19
2005,grafito,E1 Grafito natural,2735828.0,Estados Unidos,0.8387,0.0,0.8387,6
2005,grafito,E2 Grafito artificial/prep.,8875480.0,Francia,0.4618,0.0,0.2415,20
2005,grafito,E3 Electrodos/articulos de carbono,73886119.0,Estados Unidos,0.8669,0.0053,0.8669,38
2005,manganeso,E1 Mena/concentrado,2686754.0,Estados Unidos,0.3829,0.0,0.3829,15
2005,manganeso,E2 Ferroaleaciones,54497075.0,Estados Unidos,0.7844,0.0,0.7844,25
2005,manganeso,E3 Quimicos/metal,2652669.0,Paises Bajos,0.4415,0.0,0.1367,12
2005,oro,E1 Mena/concentrado,9872.0,Estados Unidos,0.9994,0.0,0.9994,2
2005,oro,E2 Bruto/semilabrado,305410948.0,Estados Unidos,0.8959,0.0,0.8959,10
2005,oro-plata (manufacturas),E4 Joyeria/orfebreria,588220322.0,Estados Unidos,0.9495,0.0,0.9495,76
2005,plata,E1 Mena/concentrado,651918.0,Suiza,0.962,0.0,0.0002,4
2005,plata,E2 Bruto/semilabrado,711743512.0,Estados Unidos,0.8301,0.0139,0.8301,23
2005,plomo,E1 Mena/concentrado,2012224.0,Peru,0.7173,0.2145,0.0,4
2005,plomo,E2 Metal en bruto/refinado,17596753.0,Estados Unidos,0.6898,0.0035,0.6898,12
2005,plomo,E3 Semimanufacturas,248339.0,Estados Unidos,0.8959,0.0,0.8959,4
2005,plomo,E4 Manufacturas,920368.0,Estados Unidos,0.5266,0.0,0.5266,14
2005,silice,E1 Arena silica/cuarzo,1273196.0,Estados Unidos,0.8973,0.0001,0.8973,18
2005,silice,E2 Silicio/ferrosilicio/SiO2,8490176.0,Estados Unidos,0.7182,0.0032,0.7182,24
2005,zinc,E1 Mena/concentrado,104375797.0,Japon,0.2477,0.0449,0.1585,18
2005,zinc,E2 Metal en bruto/refinado,285217586.0,Estados Unidos,0.8262,0.0,0.8262,18
2005,zinc,E3 Semimanufacturas,1217878.0,Estados Unidos,0.5771,0.0347,0.5771,12
2005,zinc,E4 Manufacturas,15185875.0,Estados Unidos,0.8061,0.1724,0.8061,27
2006,barita,E1 Crudo/molido,1879184.0,Cuba,0.7711,0.0,0.1091,5
2006,barita,E2 Quimicos de bario,459.0,Cuba,0.8606,0.0,0.0305,3
2006,cobre,E1 Mena/concentrado,146021267.0,China,0.4394,0.4394,0.0,8
2006,cobre,E2 Metal en bruto/refinado,597853304.0,Estados Unidos,0.2884,0.2385,0.2884,22
2006,cobre,E3 Semimanufacturas,812347435.0,Estados Unidos,0.864,0.0001,0.864,61
2006,cobre,E4 Manufacturas,31650642.0,Estados Unidos,0.9519,0.0006,0.9519,56
2006,fluorita,E1 Espato fluor (crudo),58580333.0,Estados Unidos,0.2591,0.0,0.2591,23
2006,fluorita,E2 Fluoroquimica,120974203.0,Estados Unidos,0.9,0.0,0.9,15
2006,grafito,E1 Grafito natural,4131235.0,Estados Unidos,0.576,0.0,0.576,5
2006,grafito,E2 Grafito artificial/prep.,6787108.0,Brasil,0.4157,0.0,0.3751,23
2006,grafito,E3 Electrodos/articulos de carbono,102220223.0,Estados Unidos,0.7255,0.0059,0.7255,48
2006,manganeso,E1 Mena/concentrado,2469130.0,Estados Unidos,0.3607,0.0,0.3607,13
2006,manganeso,E2 Ferroaleaciones,38766932.0,Estados Unidos,0.7244,0.0,0.7244,23
2006,manganeso,E3 Quimicos/metal,2820354.0,Paises Bajos,0.2507,0.0,0.2303,12
2006,oro,E2 Bruto/semilabrado,1037584610.0,Estados Unidos,0.942,0.0,0.942,9
2006,oro-plata (manufacturas),E4 Joyeria/orfebreria,587666245.0,Estados Unidos,0.927,0.0,0.927,73
2006,plata,E1 Mena/concentrado,1354484.0,Peru,0.5101,0.0,0.0,2
2006,plata,E2 Bruto/semilabrado,1223635743.0,Estados Unidos,0.8475,0.0,0.8475,20
2006,plomo,E1 Mena/concentrado,10780188.0,China,0.8458,0.8458,0.0,5
2006,plomo,E2 Metal en bruto/refinado,24505218.0,Estados Unidos,0.5682,0.0,0.5682,11
2006,plomo,E3 Semimanufacturas,2446445.0,Estados Unidos,0.9784,0.0,0.9784,4
2006,plomo,E4 Manufacturas,1140310.0,Estados Unidos,0.3909,0.0,0.3909,15
2006,silice,E1 Arena silica/cuarzo,7263670.0,Rep. Dominicana,0.767,0.0,0.1916,20
2006,silice,E2 Silicio/ferrosilicio/SiO2,11867167.0,Estados Unidos,0.9006,0.0,0.9006,19
2006,zinc,E1 Mena/concentrado,305744554.0,Corea del Sur,0.2182,0.1003,0.07,15
2006,zinc,E2 Metal en bruto/refinado,538598277.0,Estados Unidos,0.8015,0.0025,0.8015,15
2006,zinc,E3 Semimanufacturas,2179434.0,Estados Unidos,0.6226,0.0163,0.6226,9
2006,zinc,E4 Manufacturas,12141397.0,Estados Unidos,0.9912,0.0002,0.9912,29
2007,barita,E1 Crudo/molido,1316217.0,Cuba,0.8476,0.0,0.0827,5
2007,barita,E2 Quimicos de bario,34122.0,El Salvador,0.8341,0.0,0.1407,4
2007,cobre,E1 Mena/concentrado,267223083.0,China,0.5806,0.5806,0.0,9
2007,cobre,E2 Metal en bruto/refinado,774963219.0,Estados Unidos,0.6289,0.0892,0.6289,18
2007,cobre,E3 Semimanufacturas,900602289.0,Estados Unidos,0.8443,0.0008,0.8443,64
2007,cobre,E4 Manufacturas,30825095.0,Estados Unidos,0.9181,0.001,0.9181,59
2007,fluorita,E1 Espato fluor (crudo),79398700.0,Estados Unidos,0.4624,0.0,0.4624,26
2007,fluorita,E2 Fluoroquimica,127175772.0,Estados Unidos,0.9742,0.0,0.9742,14
2007,grafito,E1 Grafito natural,3148939.0,Estados Unidos,0.5438,0.0,0.5438,5
2007,grafito,E2 Grafito artificial/prep.,8689236.0,Estados Unidos,0.4541,0.0016,0.4541,26
2007,grafito,E3 Electrodos/articulos de carbono,109728960.0,Estados Unidos,0.5344,0.0199,0.5344,46
2007,manganeso,E1 Mena/concentrado,8986533.0,China,0.4053,0.4053,0.0792,17
2007,manganeso,E2 Ferroaleaciones,43187307.0,Estados Unidos,0.5796,0.0,0.5796,23
2007,manganeso,E3 Quimicos/metal,3387359.0,Hong Kong,0.3898,0.0,0.3233,13
2007,oro,E1 Mena/concentrado,13935741.0,China,1.0,1.0,0.0,1
2007,oro,E2 Bruto/semilabrado,1567465935.0,Estados Unidos,0.4898,0.0,0.4898,15
2007,oro-plata (manufacturas),E4 Joyeria/orfebreria,582007725.0,Estados Unidos,0.8873,0.0,0.8873,68
2007,plata,E1 Mena/concentrado,2065035.0,Estados Unidos,0.5544,0.0,0.5544,2
2007,plata,E2 Bruto/semilabrado,1418217799.0,Estados Unidos,0.8896,0.0,0.8896,21
2007,plomo,E1 Mena/concentrado,43483993.0,China,0.7207,0.7207,0.0,9
2007,plomo,E2 Metal en bruto/refinado,94064529.0,Estados Unidos,0.6619,0.0,0.6619,17
2007,plomo,E3 Semimanufacturas,2026975.0,Corea del Sur,0.7651,0.0,0.2158,3
2007,plomo,E4 Manufacturas,21308929.0,Estados Unidos,0.7347,0.0,0.7347,18
2007,silice,E1 Arena silica/cuarzo,1563805.0,Estados Unidos,0.8593,0.0,0.8593,21
2007,silice,E2 Silicio/ferrosilicio/SiO2,12117116.0,Estados Unidos,0.8726,0.0,0.8726,25
2007,zinc,E1 Mena/concentrado,236420656.0,Corea del Sur,0.3457,0.1834,0.0291,16
2007,zinc,E2 Metal en bruto/refinado,737160452.0,Estados Unidos,0.5341,0.0005,0.5341,24
2007,zinc,E3 Semimanufacturas,2276190.0,Estados Unidos,0.3972,0.0209,0.3972,12
2007,zinc,E4 Manufacturas,20374019.0,Estados Unidos,0.8904,0.0003,0.8904,32
2008,barita,E1 Crudo/molido,3232802.0,Estados Unidos,0.6085,0.0,0.6085,3
2008,barita,E2 Quimicos de bario,19991.0,El Salvador,0.4746,0.0,0.2935,6
2008,cobre,E1 Mena/concentrado,327348222.0,China,0.8088,0.8088,0.0,9
2008,cobre,E2 Metal en bruto/refinado,573131718.0,Estados Unidos,0.4181,0.2452,0.4181,24
2008,cobre,E3 Semimanufacturas,821019420.0,Estados Unidos,0.8212,0.0001,0.8212,63
2008,cobre,E4 Manufacturas,37766933.0,Estados Unidos,0.9245,0.0022,0.9245,63
2008,fluorita,E1 Espato fluor (crudo),96728605.0,Estados Unidos,0.4574,0.0,0.4574,31
2008,fluorita,E2 Fluoroquimica,120119534.0,Estados Unidos,0.9769,0.0,0.9769,17
2008,grafito,E1 Grafito natural,3017760.0,Estados Unidos,0.6978,0.0,0.6978,6
2008,grafito,E2 Grafito artificial/prep.,14393175.0,Estados Unidos,0.5235,0.0,0.5235,23
2008,grafito,E3 Electrodos/articulos de carbono,128018129.0,Estados Unidos,0.6014,0.0302,0.6014,43
2008,manganeso,E1 Mena/concentrado,9138991.0,Venezuela,0.4807,0.1939,0.0762,20
2008,manganeso,E2 Ferroaleaciones,42530266.0,Italia,0.1665,0.0,0.0491,27
2008,manganeso,E3 Quimicos/metal,4786457.0,Estados Unidos,0.5429,0.0,0.5429,11
2008,oro,E1 Mena/concentrado,16765160.0,Peru,0.6462,0.316,0.0,4
2008,oro,E2 Bruto/semilabrado,2661466570.0,Estados Unidos,0.5461,0.0,0.5461,16
2008,oro-plata (manufacturas),E4 Joyeria/orfebreria,519809584.0,Estados Unidos,0.7549,0.0,0.7549,68
2008,plata,E1 Mena/concentrado,16080340.0,Estados Unidos,0.9604,0.0,0.9604,3
2008,plata,E2 Bruto/semilabrado,1737248383.0,Estados Unidos,0.8107,0.0,0.8107,20
2008,plomo,E1 Mena/concentrado,62018437.0,China,0.9061,0.9061,0.0167,7
2008,plomo,E2 Metal en bruto/refinado,158658901.0,Estados Unidos,0.6416,0.0044,0.6416,22
2008,plomo,E3 Semimanufacturas,233489.0,Estados Unidos,0.6996,0.0,0.6996,5
2008,plomo,E4 Manufacturas,32200411.0,Estados Unidos,0.738,0.0255,0.738,22
2008,silice,E1 Arena silica/cuarzo,1272115.0,Estados Unidos,0.8085,0.0001,0.8085,20
2008,silice,E2 Silicio/ferrosilicio/SiO2,14899987.0,Estados Unidos,0.7676,0.0,0.7676,26
2008,zinc,E1 Mena/concentrado,105236361.0,China,0.6017,0.6017,0.041,13
2008,zinc,E2 Metal en bruto/refinado,421855000.0,Estados Unidos,0.4097,0.0008,0.4097,30
2008,zinc,E3 Semimanufacturas,1995417.0,Estados Unidos,0.5201,0.0001,0.5201,9
2008,zinc,E4 Manufacturas,21246402.0,Estados Unidos,0.8373,0.0,0.8373,32
2009,barita,E1 Crudo/molido,1255779.0,Estados Unidos,0.6642,0.0,0.6642,4
2009,barita,E2 Quimicos de bario,7664.0,Cuba,0.9859,0.0,0.0033,3
2009,cobre,E1 Mena/concentrado,288865844.0,China,0.9164,0.9164,0.0,9
2009,cobre,E2 Metal en bruto/refinado,446382053.0,Estados Unidos,0.5339,0.3186,0.5339,20
2009,cobre,E3 Semimanufacturas,450229868.0,Estados Unidos,0.8259,0.0013,0.8259,69
2009,cobre,E4 Manufacturas,38585663.0,Estados Unidos,0.689,0.0009,0.689,61
2009,fluorita,E1 Espato fluor (crudo),91735772.0,Estados Unidos,0.518,0.0,0.518,24
2009,fluorita,E2 Fluoroquimica,121358487.0,Estados Unidos,0.9539,0.0,0.9539,15
2009,grafito,E1 Grafito natural,2441001.0,Estados Unidos,0.6437,0.0,0.6437,6
2009,grafito,E2 Grafito artificial/prep.,3789945.0,Estados Unidos,0.642,0.0,0.642,21
2009,grafito,E3 Electrodos/articulos de carbono,55119611.0,Estados Unidos,0.5543,0.0346,0.5543,49
2009,manganeso,E1 Mena/concentrado,8789243.0,China,0.6167,0.6167,0.0568,11
2009,manganeso,E2 Ferroaleaciones,38866109.0,Estados Unidos,0.3999,0.0,0.3999,23
2009,manganeso,E3 Quimicos/metal,2220328.0,Estados Unidos,0.598,0.1058,0.598,9
2009,oro,E1 Mena/concentrado,50219852.0,Belgica,0.8068,0.1493,0.0011,6
2009,oro,E2 Bruto/semilabrado,4003673710.0,Estados Unidos,0.7383,0.0,0.7383,14
2009,oro-plata (manufacturas),E4 Joyeria/orfebreria,519393726.0,Estados Unidos,0.8747,0.0,0.8747,67
2009,plata,E1 Mena/concentrado,30246554.0,Estados Unidos,0.9852,0.0015,0.9852,3
2009,plata,E2 Bruto/semilabrado,1409667143.0,Estados Unidos,0.8597,0.0,0.8597,25
2009,plomo,E1 Mena/concentrado,160425797.0,China,0.6396,0.6396,0.0,9
2009,plomo,E2 Metal en bruto/refinado,267855695.0,Corea del Sur,0.2789,0.0131,0.2354,29
2009,plomo,E3 Semimanufacturas,16347.0,El Salvador,0.7632,0.0,0.0264,5
2009,plomo,E4 Manufacturas,12522638.0,Estados Unidos,0.9035,0.0,0.9035,21
2009,silice,E1 Arena silica/cuarzo,1000043.0,Estados Unidos,0.6503,0.0,0.6503,22
2009,silice,E2 Silicio/ferrosilicio/SiO2,3999360.0,Estados Unidos,0.6174,0.0004,0.6174,20
2009,zinc,E1 Mena/concentrado,136594996.0,Corea del Sur,0.4387,0.2963,0.019,14
2009,zinc,E2 Metal en bruto/refinado,375278535.0,Estados Unidos,0.3646,0.0556,0.3646,36
2009,zinc,E3 Semimanufacturas,2420267.0,Estados Unidos,0.4832,0.0,0.4832,11
2009,zinc,E4 Manufacturas,19054215.0,Estados Unidos,0.8356,0.0,0.8356,34
2010,barita,E1 Crudo/molido,1827686.0,Estados Unidos,0.8964,0.0,0.8964,3
2010,barita,E2 Quimicos de bario,58602.0,Colombia,0.9857,0.0,0.0,5
2010,cobre,E1 Mena/concentrado,684848560.0,China,0.8926,0.8926,0.0001,8
2010,cobre,E2 Metal en bruto/refinado,633539739.0,Estados Unidos,0.3932,0.2784,0.3932,29
2010,cobre,E3 Semimanufacturas,586278000.0,Estados Unidos,0.7951,0.0128,0.7951,59
2010,cobre,E4 Manufacturas,146643411.0,China,0.2888,0.2888,0.2643,63
2010,fluorita,E1 Espato fluor (crudo),117263814.0,Estados Unidos,0.4292,0.0,0.4292,36
2010,fluorita,E2 Fluoroquimica,184318976.0,Estados Unidos,0.8833,0.0,0.8833,20
2010,grafito,E1 Grafito natural,2947104.0,Estados Unidos,0.9562,0.0,0.9562,6
2010,grafito,E2 Grafito artificial/prep.,13450836.0,Estados Unidos,0.4769,0.0,0.4769,23
2010,grafito,E3 Electrodos/articulos de carbono,131480215.0,Estados Unidos,0.6487,0.0233,0.6487,42
2010,manganeso,E1 Mena/concentrado,12943004.0,China,0.6793,0.6793,0.0541,13
2010,manganeso,E2 Ferroaleaciones,114921785.0,Estados Unidos,0.5511,0.0023,0.5511,23
2010,manganeso,E3 Quimicos/metal,2305754.0,Estados Unidos,0.801,0.0,0.801,14
2010,oro,E1 Mena/concentrado,18554929.0,China,0.5993,0.5993,0.0017,5
2010,oro,E2 Bruto/semilabrado,5753285176.0,Estados Unidos,0.699,0.0,0.699,12
2010,oro-plata (manufacturas),E4 Joyeria/orfebreria,626850851.0,Estados Unidos,0.8671,0.0,0.8671,62
2010,plata,E1 Mena/concentrado,57836501.0,Estados Unidos,0.9844,0.0026,0.9844,4
2010,plata,E2 Bruto/semilabrado,2542827791.0,Estados Unidos,0.8544,0.0,0.8544,25
2010,plomo,E1 Mena/concentrado,252462298.0,China,0.581,0.581,0.0,8
2010,plomo,E2 Metal en bruto/refinado,227650816.0,Brasil,0.3868,0.0564,0.224,23
2010,plomo,E3 Semimanufacturas,541526.0,socio_699,0.9051,0.0,0.0596,4
2010,plomo,E4 Manufacturas,19208890.0,Estados Unidos,0.9395,0.0,0.9395,21
2010,silice,E1 Arena silica/cuarzo,1454082.0,Estados Unidos,0.8124,0.0,0.8124,22
2010,silice,E2 Silicio/ferrosilicio/SiO2,3059973.0,Estados Unidos,0.5621,0.0,0.5621,30
2010,zinc,E1 Mena/concentrado,328503291.0,Corea del Sur,0.5182,0.0944,0.0011,15
2010,zinc,E2 Metal en bruto/refinado,456832840.0,Estados Unidos,0.4029,0.0011,0.4029,33
2010,zinc,E3 Semimanufacturas,5241474.0,Estados Unidos,0.764,0.0,0.764,12
2010,zinc,E4 Manufacturas,15828589.0,Estados Unidos,0.8141,0.0007,0.8141,35
2011,barita,E1 Crudo/molido,4366662.0,Estados Unidos,0.8272,0.0,0.8272,5
2011,barita,E2 Quimicos de bario,13390.0,Estados Unidos,0.9715,0.0,0.9715,4
2011,cobre,E1 Mena/concentrado,1170994128.0,China,0.8556,0.8556,0.0335,16
2011,cobre,E2 Metal en bruto/refinado,1395991069.0,Estados Unidos,0.6673,0.2061,0.6673,29
2011,cobre,E3 Semimanufacturas,689737323.0,Estados Unidos,0.7076,0.0003,0.7076,67
2011,cobre,E4 Manufacturas,147208017.0,China,0.5765,0.5765,0.2945,63
2011,fluorita,E1 Espato fluor (crudo),152988640.0,Estados Unidos,0.4198,0.0,0.4198,34
2011,fluorita,E2 Fluoroquimica,176693443.0,Estados Unidos,0.9018,0.0,0.9018,18
2011,grafito,E1 Grafito natural,5648984.0,Estados Unidos,0.9495,0.0,0.9495,8
2011,grafito,E2 Grafito artificial/prep.,15799905.0,Estados Unidos,0.4252,0.0,0.4252,28
2011,grafito,E3 Electrodos/articulos de carbono,119905008.0,Estados Unidos,0.5548,0.0584,0.5548,50
2011,manganeso,E1 Mena/concentrado,3948600.0,Estados Unidos,0.2698,0.1082,0.2698,12
2011,manganeso,E2 Ferroaleaciones,100540800.0,Estados Unidos,0.5012,0.0032,0.5012,28
2011,manganeso,E3 Quimicos/metal,1553177.0,Estados Unidos,0.631,0.0352,0.631,17
2011,oro,E1 Mena/concentrado,151638195.0,Peru,0.3443,0.2341,0.0001,9
