anio,mineral,etapa,valor_total_usd,destino_principal,share_principal,share_china,share_eua,n_destinos
2011,oro,E2 Bruto/semilabrado,7721008673.0,Estados Unidos,0.7093,0.0,0.7093,13
2011,oro-plata (manufacturas),E4 Joyeria/orfebreria,614406830.0,Estados Unidos,0.8837,0.0,0.8837,58
2011,plata,E1 Mena/concentrado,109669779.0,Estados Unidos,0.9932,0.0041,0.9932,4
2011,plata,E2 Bruto/semilabrado,4514898646.0,Estados Unidos,0.8442,0.0,0.8442,26
2011,plomo,E1 Mena/concentrado,927940559.0,Corea del Sur,0.2911,0.1894,0.0,9
2011,plomo,E2 Metal en bruto/refinado,306845787.0,Brasil,0.308,0.0558,0.2734,21
2011,plomo,E3 Semimanufacturas,1019152.0,socio_699,0.9439,0.0,0.0148,4
2011,plomo,E4 Manufacturas,17614810.0,Estados Unidos,0.9154,0.0,0.9154,21
2011,silice,E1 Arena silica/cuarzo,1665762.0,Estados Unidos,0.5898,0.0,0.5898,21
2011,silice,E2 Silicio/ferrosilicio/SiO2,4849218.0,Estados Unidos,0.4819,0.0,0.4819,26
2011,zinc,E1 Mena/concentrado,441759771.0,Corea del Sur,0.546,0.0232,0.012,14
2011,zinc,E2 Metal en bruto/refinado,464607937.0,Estados Unidos,0.4417,0.0055,0.4417,34
2011,zinc,E3 Semimanufacturas,8537540.0,Estados Unidos,0.789,0.0,0.789,16
2011,zinc,E4 Manufacturas,18168388.0,Estados Unidos,0.8227,0.0002,0.8227,31
2012,barita,E1 Crudo/molido,12563124.0,Estados Unidos,0.6349,0.0,0.6349,7
2012,barita,E2 Quimicos de bario,208.0,Estados Unidos,0.5192,0.0,0.5192,4
2012,cobre,E1 Mena/concentrado,1362964233.0,China,0.8649,0.8649,0.0214,13
2012,cobre,E2 Metal en bruto/refinado,1173766546.0,Estados Unidos,0.6647,0.1823,0.6647,27
2012,cobre,E3 Semimanufacturas,657834855.0,Estados Unidos,0.666,0.0003,0.666,67
2012,cobre,E4 Manufacturas,50509729.0,Estados Unidos,0.8421,0.0992,0.8421,63
2012,fluorita,E1 Espato fluor (crudo),207835946.0,Estados Unidos,0.3793,0.0,0.3793,31
2012,fluorita,E2 Fluoroquimica,244261432.0,Estados Unidos,0.8781,0.0,0.8781,19
2012,grafito,E1 Grafito natural,7342268.0,Estados Unidos,0.8649,0.0,0.8649,7
2012,grafito,E2 Grafito artificial/prep.,22915790.0,Brasil,0.5782,0.0517,0.2757,30
2012,grafito,E3 Electrodos/articulos de carbono,119834149.0,Estados Unidos,0.4507,0.0684,0.4507,48
2012,manganeso,E1 Mena/concentrado,3592455.0,Estados Unidos,0.3457,0.0129,0.3457,10
2012,manganeso,E2 Ferroaleaciones,84064418.0,Estados Unidos,0.6166,0.0,0.6166,31
2012,manganeso,E3 Quimicos/metal,1849397.0,Estados Unidos,0.6284,0.0,0.6284,15
2012,oro,E1 Mena/concentrado,170876680.0,Corea del Sur,0.4609,0.1735,0.0525,9
2012,oro,E2 Bruto/semilabrado,7974076269.0,Estados Unidos,0.6796,0.0,0.6796,11
2012,oro-plata (manufacturas),E4 Joyeria/orfebreria,528572883.0,Estados Unidos,0.8674,0.0002,0.8674,63
2012,plata,E1 Mena/concentrado,36011593.0,Estados Unidos,0.8401,0.0579,0.8401,7
2012,plata,E2 Bruto/semilabrado,4269669360.0,Estados Unidos,0.8626,0.0,0.8626,28
2012,plomo,E1 Mena/concentrado,1556786147.0,Corea del Sur,0.3358,0.2096,0.0,15
2012,plomo,E2 Metal en bruto/refinado,217052892.0,Estados Unidos,0.3845,0.0027,0.3845,20
2012,plomo,E3 Semimanufacturas,1002613.0,socio_699,0.4689,0.0,0.1586,6
2012,plomo,E4 Manufacturas,7840206.0,Estados Unidos,0.8299,0.0,0.8299,21
2012,silice,E1 Arena silica/cuarzo,1047996.0,Estados Unidos,0.7491,0.0,0.7491,17
2012,silice,E2 Silicio/ferrosilicio/SiO2,4650019.0,Estados Unidos,0.6267,0.0001,0.6267,26
2012,zinc,E1 Mena/concentrado,499961383.0,Corea del Sur,0.5667,0.0211,0.0098,14
2012,zinc,E2 Metal en bruto/refinado,387819946.0,Estados Unidos,0.5029,0.0079,0.5029,31
2012,zinc,E3 Semimanufacturas,8473268.0,Estados Unidos,0.8015,0.0,0.8015,12
2012,zinc,E4 Manufacturas,19460306.0,Estados Unidos,0.807,0.0004,0.807,37
2013,barita,E1 Crudo/molido,28863901.0,Estados Unidos,0.7831,0.0,0.7831,7
2013,barita,E2 Quimicos de bario,5247.0,Guatemala,0.7993,0.0,0.0023,7
2013,cobre,E1 Mena/concentrado,1486416565.0,China,0.7915,0.7915,0.0121,17
2013,cobre,E2 Metal en bruto/refinado,686240869.0,Estados Unidos,0.6848,0.1269,0.6848,28
2013,cobre,E3 Semimanufacturas,471481904.0,Estados Unidos,0.5056,0.0027,0.5056,70
2013,cobre,E4 Manufacturas,38806308.0,Estados Unidos,0.9229,0.0128,0.9229,72
2013,fluorita,E1 Espato fluor (crudo),164211292.0,Estados Unidos,0.4265,0.0,0.4265,34
2013,fluorita,E2 Fluoroquimica,212052468.0,Estados Unidos,0.8831,0.0,0.8831,20
2013,grafito,E1 Grafito natural,7102214.0,Estados Unidos,0.9642,0.0,0.9642,6
2013,grafito,E2 Grafito artificial/prep.,26682474.0,Brasil,0.4821,0.0588,0.2398,26
2013,grafito,E3 Electrodos/articulos de carbono,111947070.0,Estados Unidos,0.4013,0.0255,0.4013,47
2013,manganeso,E1 Mena/concentrado,11065299.0,Espana,0.4176,0.006,0.324,11
2013,manganeso,E2 Ferroaleaciones,51491781.0,Estados Unidos,0.6696,0.0,0.6696,32
2013,manganeso,E3 Quimicos/metal,1453560.0,Espana,0.4823,0.0,0.0094,17
2013,oro,E1 Mena/concentrado,228701307.0,Corea del Sur,0.3523,0.2649,0.0108,12
2013,oro,E2 Bruto/semilabrado,5816271418.0,Estados Unidos,0.6614,0.0,0.6614,11
2013,oro-plata (manufacturas),E4 Joyeria/orfebreria,510580647.0,Estados Unidos,0.8844,0.0001,0.8844,64
2013,plata,E1 Mena/concentrado,2274437.0,Suiza,0.4624,0.1647,0.2906,5
2013,plata,E2 Bruto/semilabrado,3121139286.0,Estados Unidos,0.9193,0.0,0.9193,29
2013,plomo,E1 Mena/concentrado,1119233415.0,Corea del Sur,0.3889,0.124,0.0,15
2013,plomo,E2 Metal en bruto/refinado,86117556.0,Brasil,0.6612,0.0048,0.0,16
2013,plomo,E3 Semimanufacturas,44376.0,El Salvador,0.5073,0.0,0.0,4
2013,plomo,E4 Manufacturas,10673156.0,Canada,0.7113,0.0,0.0,20
2013,silice,E1 Arena silica/cuarzo,2163162.0,Estados Unidos,0.603,0.0,0.603,26
2013,silice,E2 Silicio/ferrosilicio/SiO2,5835147.0,Estados Unidos,0.6454,0.0003,0.6454,32
2013,zinc,E1 Mena/concentrado,409476638.0,Corea del Sur,0.4804,0.0732,0.0032,18
2013,zinc,E2 Metal en bruto/refinado,177382605.0,Belgica,0.2501,0.064,0.0,31
2013,zinc,E3 Semimanufacturas,612013.0,socio_699,0.6307,0.0499,0.0,10
2013,zinc,E4 Manufacturas,3138358.0,Canada,0.6277,0.001,0.0,35
2014,cobre,E1 Mena/concentrado,1170641398.0,China,0.8816,0.8816,0.0004,5
2014,cobre,E2 Metal en bruto/refinado,801954537.0,Estados Unidos,0.7803,0.1607,0.7803,6
2014,cobre,E3 Semimanufacturas,423515414.0,Estados Unidos,0.6692,0.0024,0.6692,18
2014,cobre,E4 Manufacturas,66180448.0,Estados Unidos,0.6598,0.001,0.6598,27
2014,fluorita,E1 Espato fluor (crudo),69212880.0,Estados Unidos,0.9937,0.0,0.9937,2
2014,fluorita,E2 Fluoroquimica,186979883.0,Estados Unidos,1.0,0.0,1.0,1
2014,grafito,E1 Grafito natural,7256629.0,Estados Unidos,0.9761,0.0,0.9761,2
2014,grafito,E2 Grafito artificial/prep.,48800122.0,Brasil,0.7911,0.0044,0.1703,9
2014,grafito,E3 Electrodos/articulos de carbono,57777836.0,Estados Unidos,0.9603,0.0,0.9603,7
2014,manganeso,E1 Mena/concentrado,81079.0,China,1.0,1.0,0.0,1
2014,manganeso,E3 Quimicos/metal,1179788.0,Estados Unidos,1.0,0.0,1.0,1
2014,oro,E1 Mena/concentrado,123028351.0,China,0.9409,0.9409,0.0024,3
2014,oro,E2 Bruto/semilabrado,3439635835.0,Estados Unidos,0.923,0.0,0.923,3
2014,oro-plata (manufacturas),E4 Joyeria/orfebreria,583564487.0,Estados Unidos,0.9149,0.0,0.9149,33
2014,plata,E1 Mena/concentrado,935178.0,Estados Unidos,0.9978,0.0,0.9978,2
2014,plata,E2 Bruto/semilabrado,2221300717.0,Estados Unidos,0.9722,0.0,0.9722,7
2014,plomo,E1 Mena/concentrado,1162916141.0,Corea del Sur,0.4994,0.1536,0.0,5
2014,plomo,E4 Manufacturas,695151.0,Chile,0.3653,0.0,0.0,6
2014,silice,E1 Arena silica/cuarzo,1977476.0,Estados Unidos,0.9287,0.0,0.9287,4
2014,silice,E2 Silicio/ferrosilicio/SiO2,4335048.0,Estados Unidos,0.8919,0.0,0.8919,7
2014,zinc,E1 Mena/concentrado,309233960.0,Corea del Sur,0.9287,0.0699,0.0014,3
2014,zinc,E2 Metal en bruto/refinado,233761843.0,Estados Unidos,1.0,0.0,1.0,1
2014,zinc,E4 Manufacturas,17071879.0,Estados Unidos,0.9714,0.0,0.9714,11
2015,barita,E1 Crudo/molido,1595323.0,Colombia,1.0,0.0,0.0,1
2015,cobre,E1 Mena/concentrado,933983883.0,China,0.8806,0.8806,0.0124,5
2015,cobre,E2 Metal en bruto/refinado,727229420.0,Estados Unidos,0.7268,0.2058,0.7268,6
2015,cobre,E3 Semimanufacturas,330099797.0,Estados Unidos,0.6731,0.0007,0.6731,25
2015,cobre,E4 Manufacturas,49302168.0,Estados Unidos,0.9733,0.0014,0.9733,38
2015,fluorita,E1 Espato fluor (crudo),59599502.0,Estados Unidos,0.9934,0.0,0.9934,2
2015,fluorita,E2 Fluoroquimica,182427511.0,Estados Unidos,0.9997,0.0,0.9997,3
2015,grafito,E1 Grafito natural,102168.0,Guatemala,1.0,0.0,0.0,1
2015,grafito,E2 Grafito artificial/prep.,27117314.0,Brasil,0.7044,0.0,0.2889,6
2015,grafito,E3 Electrodos/articulos de carbono,79390993.0,Estados Unidos,0.5656,0.0324,0.5656,21
2015,manganeso,E2 Ferroaleaciones,9092986.0,Estados Unidos,1.0,0.0,1.0,1
2015,oro,E1 Mena/concentrado,271995011.0,China,0.4497,0.4497,0.0,4
2015,oro,E2 Bruto/semilabrado,2872369467.0,Estados Unidos,0.9883,0.0,0.9883,2
2015,oro-plata (manufacturas),E4 Joyeria/orfebreria,602373143.0,Estados Unidos,0.9017,0.0,0.9017,33
2015,plata,E1 Mena/concentrado,4428927.0,China,0.9413,0.9413,0.0587,2
2015,plata,E2 Bruto/semilabrado,1854205755.0,Estados Unidos,0.9775,0.0,0.9775,4
2015,plomo,E1 Mena/concentrado,893177730.0,Corea del Sur,0.5863,0.1463,0.0,3
2015,plomo,E2 Metal en bruto/refinado,165850366.0,Estados Unidos,0.7878,0.0,0.7878,4
2015,plomo,E3 Semimanufacturas,132295.0,Estados Unidos,1.0,0.0,1.0,1
2015,silice,E1 Arena silica/cuarzo,2315668.0,Estados Unidos,0.8328,0.0,0.8328,3
2015,silice,E2 Silicio/ferrosilicio/SiO2,5472738.0,Estados Unidos,0.9025,0.0,0.9025,7
2015,zinc,E1 Mena/concentrado,365685096.0,Corea del Sur,0.7588,0.0437,0.0,3
2015,zinc,E2 Metal en bruto/refinado,263224660.0,Estados Unidos,0.7798,0.0,0.7798,3
2015,zinc,E3 Semimanufacturas,2498171.0,Estados Unidos,1.0,0.0,1.0,1
2016,cobre,E1 Mena/concentrado,1323559500.0,China,0.794,0.794,0.0,6
2016,cobre,E2 Metal en bruto/refinado,849212300.0,Estados Unidos,0.593,0.2806,0.593,8
2016,cobre,E3 Semimanufacturas,423644403.0,Estados Unidos,0.7545,0.0034,0.7545,32
2016,cobre,E4 Manufacturas,48502003.0,Estados Unidos,0.9101,0.0001,0.9101,40
2016,fluorita,E1 Espato fluor (crudo),62572145.0,Estados Unidos,0.9932,0.0,0.9932,2
2016,fluorita,E2 Fluoroquimica,170727897.0,Estados Unidos,0.9999,0.0,0.9999,2
2016,grafito,E1 Grafito natural,3889142.0,Estados Unidos,0.9868,0.0,0.9868,2
2016,grafito,E2 Grafito artificial/prep.,29900022.0,Brasil,0.5949,0.0328,0.3653,6
2016,grafito,E3 Electrodos/articulos de carbono,60731754.0,Estados Unidos,0.6926,0.0237,0.6926,20
2016,manganeso,E2 Ferroaleaciones,33549583.0,Estados Unidos,0.8707,0.0,0.8707,4
2016,oro,E1 Mena/concentrado,248450033.0,China,0.5146,0.5146,0.0,4
2016,oro,E2 Bruto/semilabrado,3239243110.0,Estados Unidos,0.9894,0.0,0.9894,3
2016,oro-plata (manufacturas),E4 Joyeria/orfebreria,431545958.0,Estados Unidos,0.8888,0.0,0.8888,24
2016,plata,E1 Mena/concentrado,25474960.0,China,0.9382,0.9382,0.0618,2
2016,plata,E2 Bruto/semilabrado,1881367958.0,Estados Unidos,0.9841,0.0,0.9841,5
2016,plomo,E1 Mena/concentrado,780501188.0,Corea del Sur,0.4248,0.2024,0.0,5
2016,plomo,E2 Metal en bruto/refinado,4290555.0,Corea del Sur,0.4725,0.0,0.0,3
2016,plomo,E3 Semimanufacturas,1065391.0,Estados Unidos,1.0,0.0,1.0,1
2016,silice,E1 Arena silica/cuarzo,1864350.0,Estados Unidos,0.8986,0.0,0.8986,8
2016,silice,E2 Silicio/ferrosilicio/SiO2,5166174.0,Estados Unidos,0.9146,0.0,0.9146,13
2016,zinc,E1 Mena/concentrado,564250705.0,Corea del Sur,0.4711,0.0331,0.0,7
2016,zinc,E2 Metal en bruto/refinado,199503651.0,Estados Unidos,0.9459,0.0,0.9459,2
2016,zinc,E3 Semimanufacturas,644751.0,Estados Unidos,1.0,0.0,1.0,1
2017,barita,E2 Quimicos de bario,27260.0,Espana,1.0,0.0,0.0,1
2017,cobre,E1 Mena/concentrado,1568943333.0,China,0.9136,0.9136,0.0167,4
2017,cobre,E2 Metal en bruto/refinado,880701469.0,Estados Unidos,0.5206,0.3964,0.5206,4
2017,cobre,E3 Semimanufacturas,362960989.0,Estados Unidos,0.6904,0.0029,0.6904,29
2017,cobre,E4 Manufacturas,48774107.0,Estados Unidos,0.8986,0.0006,0.8986,36
2017,fluorita,E1 Espato fluor (crudo),71003890.0,Estados Unidos,0.8664,0.0,0.8664,6
2017,fluorita,E2 Fluoroquimica,159772884.0,Estados Unidos,1.0,0.0,1.0,1
2017,grafito,E1 Grafito natural,5527568.0,Estados Unidos,0.9946,0.0,0.9946,2
2017,grafito,E2 Grafito artificial/prep.,7126988.0,Estados Unidos,0.7701,0.2266,0.7701,7
2017,grafito,E3 Electrodos/articulos de carbono,82714659.0,Estados Unidos,0.6661,0.0216,0.6661,23
2017,manganeso,E2 Ferroaleaciones,43493136.0,Estados Unidos,0.9076,0.0,0.9076,4
2017,oro,E1 Mena/concentrado,324859161.0,China,0.427,0.427,0.0,4
2017,oro,E2 Bruto/semilabrado,3221237216.0,Estados Unidos,0.9878,0.0,0.9878,3
2017,oro-plata (manufacturas),E4 Joyeria/orfebreria,302267048.0,Estados Unidos,0.8606,0.0,0.8606,28
2017,plata,E1 Mena/concentrado,35742289.0,China,1.0,1.0,0.0,1
2017,plata,E2 Bruto/semilabrado,1820093056.0,Estados Unidos,0.9995,0.0,0.9995,2
2017,plomo,E1 Mena/concentrado,978705634.0,Corea del Sur,0.4509,0.2309,0.0,5
2017,plomo,E2 Metal en bruto/refinado,189087197.0,Estados Unidos,1.0,0.0,1.0,1
2017,plomo,E3 Semimanufacturas,789774.0,Estados Unidos,1.0,0.0,1.0,1
2017,silice,E1 Arena silica/cuarzo,1916205.0,Estados Unidos,0.9383,0.0,0.9383,6
2017,silice,E2 Silicio/ferrosilicio/SiO2,5121738.0,Estados Unidos,0.9191,0.0,0.9191,6
2017,zinc,E1 Mena/concentrado,640110077.0,Corea del Sur,0.3684,0.0151,0.0,6
2017,zinc,E2 Metal en bruto/refinado,22556826.0,Guatemala,0.7733,0.0,0.0,2
2018,cobre,E1 Mena/concentrado,2318095785.0,China,0.8162,0.8162,0.0356,7
2018,cobre,E2 Metal en bruto/refinado,903281960.0,Estados Unidos,0.4586,0.4275,0.4586,5
2018,cobre,E3 Semimanufacturas,322794240.0,Estados Unidos,0.6382,0.0005,0.6382,26
2018,cobre,E4 Manufacturas,49219257.0,Estados Unidos,0.9391,0.0031,0.9391,39
2018,fluorita,E1 Espato fluor (crudo),73420659.0,Estados Unidos,0.992,0.0,0.992,2
2018,fluorita,E2 Fluoroquimica,162083915.0,Estados Unidos,1.0,0.0,1.0,1
2018,grafito,E1 Grafito natural,5558473.0,Estados Unidos,0.9962,0.0,0.9962,2
2018,grafito,E2 Grafito artificial/prep.,31848785.0,Estados Unidos,0.5615,0.0766,0.5615,7
2018,grafito,E3 Electrodos/articulos de carbono,156134480.0,Estados Unidos,0.6148,0.0094,0.6148,21
2018,manganeso,E2 Ferroaleaciones,41067892.0,Estados Unidos,0.9902,0.0,0.9902,3
2018,oro,E1 Mena/concentrado,181351369.0,China,0.7072,0.7072,0.0,4
2018,oro,E2 Bruto/semilabrado,3201011359.0,Estados Unidos,0.9872,0.0,0.9872,3
2018,oro-plata (manufacturas),E4 Joyeria/orfebreria,353650296.0,Estados Unidos,0.8824,0.0,0.8824,31
2018,plata,E1 Mena/concentrado,36656445.0,Alemania,0.7663,0.066,0.1677,3
2018,plata,E2 Bruto/semilabrado,1672071037.0,Estados Unidos,0.9927,0.0,0.9927,5
2018,plomo,E1 Mena/concentrado,770645599.0,China,0.4644,0.4644,0.0,3
2018,plomo,E2 Metal en bruto/refinado,195438439.0,Estados Unidos,1.0,0.0,1.0,1
2018,plomo,E3 Semimanufacturas,343471.0,Estados Unidos,1.0,0.0,1.0,1
2018,silice,E1 Arena silica/cuarzo,1977646.0,Estados Unidos,0.8818,0.0,0.8818,8
2018,silice,E2 Silicio/ferrosilicio/SiO2,6723754.0,Estados Unidos,0.859,0.0,0.859,9
2018,zinc,E1 Mena/concentrado,795496776.0,Corea del Sur,0.3474,0.0055,0.0,6
2018,zinc,E2 Metal en bruto/refinado,421209847.0,Estados Unidos,0.6937,0.0,0.6937,5
2018,zinc,E3 Semimanufacturas,1888419.0,Colombia,0.574,0.0,0.422,3
2019,cobre,E1 Mena/concentrado,4678537224.0,China,0.8839,0.8839,0.0591,7
2019,cobre,E2 Metal en bruto/refinado,1592860980.0,Estados Unidos,0.635,0.2951,0.635,5
2019,cobre,E3 Semimanufacturas,905181276.0,Estados Unidos,0.7763,0.0001,0.7763,23
2019,cobre,E4 Manufacturas,93507012.0,Estados Unidos,0.9131,0.0013,0.9131,34
2019,fluorita,E1 Espato fluor (crudo),214395906.0,Estados Unidos,0.7318,0.2389,0.7318,3
2019,fluorita,E2 Fluoroquimica,359825898.0,Estados Unidos,1.0,0.0,1.0,1
2019,grafito,E2 Grafito artificial/prep.,113041982.0,Estados Unidos,0.9856,0.0123,0.9856,6
2019,grafito,E3 Electrodos/articulos de carbono,122510056.0,Francia,0.4476,0.0134,0.0,21
2019,manganeso,E2 Ferroaleaciones,91946906.0,Estados Unidos,0.9502,0.0,0.9502,3
2019,oro,E1 Mena/concentrado,435438792.0,China,0.8033,0.8033,0.0,2
2019,oro,E2 Bruto/semilabrado,6536302078.0,Estados Unidos,0.9024,0.0,0.9024,4
2019,oro-plata (manufacturas),E4 Joyeria/orfebreria,623073934.0,Estados Unidos,0.8733,0.0,0.8733,25
2019,plata,E1 Mena/concentrado,63854712.0,Alemania,0.7787,0.2213,0.0,2
2019,plata,E2 Bruto/semilabrado,3763281042.0,Estados Unidos,0.9805,0.0,0.9805,5
2019,plomo,E1 Mena/concentrado,1478243464.0,China,0.4848,0.4848,0.0,4
2019,plomo,E2 Metal en bruto/refinado,38897250.0,Brasil,0.9457,0.0,0.0,3
2019,plomo,E3 Semimanufacturas,2299660.0,Estados Unidos,1.0,0.0,1.0,1
2019,silice,E1 Arena silica/cuarzo,3177186.0,Estados Unidos,0.7719,0.0,0.7719,6
2019,silice,E2 Silicio/ferrosilicio/SiO2,15583422.0,Estados Unidos,0.8453,0.0,0.8453,13
2019,zinc,E1 Mena/concentrado,1311446918.0,Corea del Sur,0.4246,0.0561,0.0,7
2019,zinc,E2 Metal en bruto/refinado,47572348.0,China,0.4546,0.4546,0.0,3
2020,cobre,E1 Mena/concentrado,2878626776.0,China,0.9498,0.9498,0.0,6
2020,cobre,E2 Metal en bruto/refinado,813642511.0,Estados Unidos,0.6991,0.2381,0.6991,7
2020,cobre,E3 Semimanufacturas,408408126.0,Estados Unidos,0.7206,0.0,0.7206,26
2020,cobre,E4 Manufacturas,52901534.0,Estados Unidos,0.9408,0.0038,0.9408,40
2020,fluorita,E1 Espato fluor (crudo),77026577.0,Estados Unidos,0.9844,0.0,0.9844,3
2020,fluorita,E2 Fluoroquimica,144847687.0,Estados Unidos,1.0,0.0,1.0,1
2020,grafito,E2 Grafito artificial/prep.,45267805.0,Estados Unidos,0.7982,0.0,0.7982,5
2020,grafito,E3 Electrodos/articulos de carbono,108236298.0,Estados Unidos,0.7367,0.0071,0.7367,22
2020,manganeso,E2 Ferroaleaciones,20023807.0,Estados Unidos,0.9189,0.0,0.9189,4
2020,oro,E1 Mena/concentrado,321417297.0,Corea del Sur,0.536,0.265,0.0,5
2020,oro,E2 Bruto/semilabrado,3488850587.0,Estados Unidos,0.8699,0.0,0.8699,4
2020,oro-plata (manufacturas),E4 Joyeria/orfebreria,262580578.0,Estados Unidos,0.8877,0.0,0.8877,20
2020,plata,E1 Mena/concentrado,146951579.0,Corea del Sur,0.3065,0.1735,0.0,5
2020,plata,E2 Bruto/semilabrado,2155928215.0,Estados Unidos,0.9497,0.0,0.9497,6
2020,plomo,E1 Mena/concentrado,1482644734.0,Corea del Sur,0.533,0.3281,0.0,4
2020,plomo,E2 Metal en bruto/refinado,144734176.0,Estados Unidos,0.8103,0.0,0.8103,5
2020,plomo,E3 Semimanufacturas,283760.0,Estados Unidos,0.9914,0.0,0.9914,2
2020,plomo,E4 Manufacturas,1014870.0,Estados Unidos,0.8617,0.0,0.8617,3
2020,silice,E1 Arena silica/cuarzo,1391684.0,Estados Unidos,0.9843,0.0,0.9843,5
2020,silice,E2 Silicio/ferrosilicio/SiO2,7400256.0,Estados Unidos,0.9024,0.0,0.9024,5
2020,zinc,E1 Mena/concentrado,646136225.0,Corea del Sur,0.4723,0.0014,0.0,7
2020,zinc,E2 Metal en bruto/refinado,337374838.0,Estados Unidos,0.8861,0.0612,0.8861,4
2020,zinc,E3 Semimanufacturas,803368.0,Colombia,1.0,0.0,0.0,1
2021,barita,E1 Crudo/molido,19124233.0,Estados Unidos,1.0,0.0,1.0,1
2021,cobre,E1 Mena/concentrado,3420948513.0,China,0.98,0.98,0.0,3
2021,cobre,E2 Metal en bruto/refinado,966254109.0,Estados Unidos,0.8255,0.1607,0.8255,3
2021,cobre,E3 Semimanufacturas,519982902.0,Estados Unidos,0.8175,0.0,0.8175,22
2021,cobre,E4 Manufacturas,78214998.0,Estados Unidos,0.8481,0.1114,0.8481,31
2021,fluorita,E1 Espato fluor (crudo),91633901.0,Estados Unidos,0.9866,0.0,0.9866,2
2021,fluorita,E2 Fluoroquimica,18807660.0,Estados Unidos,1.0,0.0,1.0,1
2021,grafito,E1 Grafito natural,2113261.0,Estados Unidos,1.0,0.0,1.0,1
2021,grafito,E2 Grafito artificial/prep.,51084472.0,Estados Unidos,0.9944,0.0045,0.9944,4
2021,grafito,E3 Electrodos/articulos de carbono,105949967.0,Estados Unidos,0.9391,0.0012,0.9391,15
2021,manganeso,E2 Ferroaleaciones,19983315.0,Estados Unidos,0.9981,0.0,0.9981,2
2021,oro,E1 Mena/concentrado,2952263.0,China,1.0,1.0,0.0,1
2021,oro,E2 Bruto/semilabrado,3413974349.0,Estados Unidos,0.7542,0.0,0.7542,3
2021,oro-plata (manufacturas),E4 Joyeria/orfebreria,455993823.0,Estados Unidos,0.9257,0.0,0.9257,18
2021,plata,E1 Mena/concentrado,28657175.0,Corea del Sur,0.4982,0.3511,0.1507,3
2021,plata,E2 Bruto/semilabrado,2543070260.0,Estados Unidos,0.9996,0.0,0.9996,3
2021,plomo,E1 Mena/concentrado,833273184.0,China,1.0,1.0,0.0,1
2021,plomo,E2 Metal en bruto/refinado,169751570.0,Estados Unidos,0.9462,0.0,0.9462,2
2021,plomo,E4 Manufacturas,1101224.0,Estados Unidos,0.8976,0.0,0.8976,2
2021,silice,E1 Arena silica/cuarzo,2535528.0,Estados Unidos,0.9643,0.0,0.9643,3
2021,silice,E2 Silicio/ferrosilicio/SiO2,11198288.0,Estados Unidos,0.9606,0.0,0.9606,5
2021,zinc,E1 Mena/concentrado,248335725.0,Corea del Sur,0.7475,0.0,0.0,3
2021,zinc,E2 Metal en bruto/refinado,288767583.0,Estados Unidos,0.9325,0.0,0.9325,3
2021,zinc,E3 Semimanufacturas,50953.0,Estados Unidos,1.0,0.0,1.0,1
2021,zinc,E4 Manufacturas,4209656.0,Estados Unidos,0.861,0.0,0.861,16
2022,barita,E1 Crudo/molido,27236605.0,Estados Unidos,1.0,0.0,1.0,1
2022,cobre,E1 Mena/concentrado,3137587661.0,China,0.9388,0.9388,0.0,4
2022,cobre,E2 Metal en bruto/refinado,873308606.0,Estados Unidos,0.7687,0.1972,0.7687,3
2022,cobre,E3 Semimanufacturas,627341853.0,Estados Unidos,0.8618,0.0,0.8618,24
2022,cobre,E4 Manufacturas,84431303.0,Estados Unidos,0.8591,0.1,0.8591,27
2022,fluorita,E1 Espato fluor (crudo),55800331.0,Estados Unidos,0.9852,0.0,0.9852,3
2022,fluorita,E2 Fluoroquimica,3964092.0,Estados Unidos,1.0,0.0,1.0,1
2022,grafito,E1 Grafito natural,3434484.0,Estados Unidos,1.0,0.0,1.0,1
2022,grafito,E2 Grafito artificial/prep.,75419392.0,Estados Unidos,1.0,0.0,1.0,1
2022,grafito,E3 Electrodos/articulos de carbono,101454322.0,Estados Unidos,0.9627,0.0,0.9627,15
2022,manganeso,E2 Ferroaleaciones,11736794.0,Estados Unidos,1.0,0.0,1.0,1
2022,oro,E1 Mena/concentrado,18427502.0,Corea del Sur,1.0,0.0,0.0,1
2022,oro,E2 Bruto/semilabrado,3098803603.0,Estados Unidos,0.7584,0.0,0.7584,2
2022,oro-plata (manufacturas),E4 Joyeria/orfebreria,447652908.0,Estados Unidos,0.9067,0.0,0.9067,19
2022,plata,E1 Mena/concentrado,88920958.0,Corea del Sur,0.4755,0.0,0.0924,4
2022,plata,E2 Bruto/semilabrado,2282303905.0,Estados Unidos,0.9611,0.0,0.9611,2
2022,plomo,E1 Mena/concentrado,746165144.0,China,1.0,1.0,0.0,1
2022,plomo,E2 Metal en bruto/refinado,197623384.0,Estados Unidos,0.8628,0.0,0.8628,2
2022,plomo,E3 Semimanufacturas,79999.0,Estados Unidos,1.0,0.0,1.0,1
2022,plomo,E4 Manufacturas,2254570.0,Estados Unidos,0.9636,0.0,0.9636,2
2022,silice,E1 Arena silica/cuarzo,3108781.0,Estados Unidos,0.9692,0.0,0.9692,4
2022,silice,E2 Silicio/ferrosilicio/SiO2,10001150.0,Estados Unidos,0.9342,0.0,0.9342,5
2022,zinc,E1 Mena/concentrado,399116625.0,Corea del Sur,0.9417,0.0583,0.0,2
2022,zinc,E2 Metal en bruto/refinado,356460312.0,Estados Unidos,0.9861,0.0,0.9861,2
