anio,pais,pais_nombre,sector,exgr_musd,dva_share,vax_mineria_musd,reproc_domestico_share,crudo_share,foreign_abs_share
2013,PER,Peru,B07_08,20258.4,0.8608,12855.1,0.0278,0.9722,0.9129
2013,PER,Peru,B09,3.0,0.9321,393.9,0.273,0.727,0.4103
2014,MEX,Mexico,B05_06,33905.1,0.9667,39353.3,0.2199,0.7801,0.5699
2014,MEX,Mexico,B07_08,3837.3,0.8837,6669.5,0.6297,0.3703,0.5566
2014,MEX,Mexico,B09,13.5,0.8507,478.9,0.3237,0.6763,0.0646
2014,CHL,Chile,B05_06,27.9,0.8364,92.2,0.3577,0.6423,0.316
2014,CHL,Chile,B07_08,43459.5,0.7924,22104.2,0.0583,0.9417,0.7734
2014,CHL,Chile,B09,21.8,0.8505,29.7,0.3659,0.6341,0.4031
2014,AUS,Australia,B05_06,50337.2,0.8915,30481.3,0.0777,0.9223,0.7556
2014,AUS,Australia,B07_08,77908.6,0.8801,42692.4,0.0752,0.9248,0.8791
2014,AUS,Australia,B09,179.0,0.9089,4160.5,0.0923,0.9077,0.4954
2014,FIN,Finlandia,B05_06,22.6,0.5996,51.1,0.8551,0.1449,0.3076
2014,FIN,Finlandia,B07_08,273.2,0.5771,305.0,0.7023,0.2977,0.532
2014,FIN,Finlandia,B09,18.5,0.2405,-8.1,0.5064,0.4936,0.6107
2014,SWE,Suecia,B05_06,18.3,0.6674,40.1,0.875,0.125,0.469
2014,SWE,Suecia,B07_08,1971.4,0.7848,1806.4,0.4604,0.5396,0.7487
2014,SWE,Suecia,B09,134.1,0.7446,43.3,0.0139,0.9861,0.9777
2015,MEX,Mexico,B05_06,17627.7,0.9384,18776.0,0.2139,0.7861,0.6244
2015,MEX,Mexico,B07_08,3682.3,0.8753,6521.7,0.6241,0.3759,0.5877
2015,MEX,Mexico,B09,13.6,0.8301,341.7,0.3399,0.6601,0.0559
2015,CHL,Chile,B05_06,16.9,0.808,24.2,0.4114,0.5886,0.2731
2015,CHL,Chile,B07_08,32227.2,0.8581,19352.7,0.0209,0.9791,0.9166
2015,CHL,Chile,B09,23.2,0.8757,25.3,0.3401,0.6599,0.3731
2015,AUS,Australia,B05_06,39781.9,0.8941,22523.2,0.0655,0.9345,0.7335
2015,AUS,Australia,B07_08,51926.4,0.8745,30627.5,0.1524,0.8476,0.8463
2015,AUS,Australia,B09,205.8,0.91,2933.4,0.1274,0.8726,0.5172
2015,FIN,Finlandia,B05_06,27.1,0.5979,45.6,0.8004,0.1996,0.303
2015,FIN,Finlandia,B07_08,228.3,0.5867,272.1,0.6933,0.3067,0.5085
2015,FIN,Finlandia,B09,19.9,0.628,16.0,0.4693,0.5307,0.5579
2015,SWE,Suecia,B05_06,11.8,0.6961,33.9,0.893,0.107,0.4605
2015,SWE,Suecia,B07_08,1256.3,0.796,1288.0,0.5136,0.4864,0.729
2015,SWE,Suecia,B09,83.7,0.6671,5.1,0.0138,0.9862,0.9773
2016,MEX,Mexico,B05_06,14971.4,0.9179,15229.2,0.2161,0.7839,0.6516
2016,MEX,Mexico,B07_08,3664.2,0.8796,7129.1,0.6408,0.3592,0.6155
2016,MEX,Mexico,B09,13.0,0.8193,302.8,0.337,0.663,0.0616
2016,CHL,Chile,B05_06,10.3,0.8076,16.7,0.4291,0.5709,0.2583
2016,CHL,Chile,B07_08,30703.0,0.8685,18767.9,0.0219,0.9781,0.9214
2016,CHL,Chile,B09,31.6,0.8822,30.2,0.2797,0.7203,0.4349
2016,AUS,Australia,B05_06,41978.5,0.9186,30953.5,0.1124,0.8876,0.6583
2016,AUS,Australia,B07_08,50522.7,0.8903,37608.9,0.2661,0.7339,0.838
2016,AUS,Australia,B09,200.7,0.9095,2679.2,0.2126,0.7874,0.5473
2016,FIN,Finlandia,B05_06,27.8,0.615,44.0,0.7965,0.2035,0.2948
2016,FIN,Finlandia,B07_08,268.9,0.6046,262.9,0.637,0.363,0.4959
2016,FIN,Finlandia,B09,20.9,0.6285,32.0,0.7315,0.2685,0.4485
2016,SWE,Suecia,B05_06,12.3,0.6714,33.7,0.8862,0.1138,0.4501
2016,SWE,Suecia,B07_08,1412.9,0.7743,1356.2,0.5036,0.4964,0.7545
2016,SWE,Suecia,B09,99.7,0.8417,59.9,0.0132,0.9868,0.9777
2017,MEX,Mexico,B05_06,18798.6,0.8985,18822.4,0.2436,0.7564,0.6027
2017,MEX,Mexico,B07_08,3938.6,0.8841,7774.1,0.6471,0.3529,0.6071
2017,MEX,Mexico,B09,14.0,0.8237,397.7,0.3242,0.6758,0.0894
2017,CHL,Chile,B05_06,15.2,0.8287,34.1,0.4261,0.5739,0.2912
2017,CHL,Chile,B07_08,37096.0,0.8862,24785.3,0.0213,0.9787,0.9173
2017,CHL,Chile,B09,40.1,0.8789,36.5,0.2554,0.7446,0.4695
2017,AUS,Australia,B05_06,58092.2,0.9286,44512.1,0.0981,0.9019,0.7244
2017,AUS,Australia,B07_08,62014.6,0.8882,40003.5,0.1851,0.8149,0.8603
2017,AUS,Australia,B09,255.1,0.9128,3434.6,0.1631,0.8369,0.5853
2017,FIN,Finlandia,B05_06,44.9,0.648,65.4,0.748,0.252,0.3134
2017,FIN,Finlandia,B07_08,399.2,0.6452,372.3,0.5625,0.4375,0.5104
2017,FIN,Finlandia,B09,23.4,0.6997,58.2,0.7743,0.2257,0.4533
2017,SWE,Suecia,B05_06,20.9,0.6726,50.2,0.8787,0.1213,0.4881
2017,SWE,Suecia,B07_08,1572.7,0.8369,2226.8,0.5692,0.4308,0.7669
2017,SWE,Suecia,B09,99.4,0.7204,24.8,0.0189,0.9811,0.9741
2018,MEX,Mexico,B05_06,24696.6,0.8842,22325.7,0.1877,0.8123,0.6625
2018,MEX,Mexico,B07_08,4344.1,0.8753,7908.3,0.6224,0.3776,0.6188
2018,MEX,Mexico,B09,14.2,0.8147,470.4,0.2617,0.7383,0.1077
2018,CHL,Chile,B05_06,6.2,0.8336,39.9,0.4978,0.5022,0.2719
2018,CHL,Chile,B07_08,39230.0,0.8716,25874.4,0.025,0.975,0.9095
2018,CHL,Chile,B09,52.5,0.8673,44.9,0.2237,0.7763,0.5346
2018,AUS,Australia,B05_06,82102.3,0.9194,58894.2,0.0536,0.9464,0.7923
2018,AUS,Australia,B07_08,65949.1,0.8809,47058.8,0.234,0.766,0.8357
2018,AUS,Australia,B09,249.4,0.8988,3368.1,0.1646,0.8354,0.6033
2018,FIN,Finlandia,B05_06,52.5,0.6274,72.5,0.7364,0.2636,0.3112
2018,FIN,Finlandia,B07_08,468.0,0.6327,416.9,0.5452,0.4548,0.5042
2018,FIN,Finlandia,B09,25.9,0.645,55.3,0.778,0.222,0.4704
2018,SWE,Suecia,B05_06,16.5,0.6566,51.9,0.9033,0.0967,0.4961
2018,SWE,Suecia,B07_08,1874.7,0.8272,2420.7,0.5233,0.4767,0.7791
2018,SWE,Suecia,B09,139.6,0.682,27.8,0.0153,0.9847,0.9803
2018,CHN,China,B05_06,2340.2,0.8538,43934.4,0.9737,0.0263,0.1865
2018,CHN,China,B07_08,3709.8,0.7677,15507.1,0.9315,0.0685,0.1797
2018,CHN,China,B09,560.2,0.7935,1508.8,0.8772,0.1228,0.1934
2018,BRA,Brasil,B05_06,24676.7,0.8178,14100.5,0.1453,0.8547,0.5598
2018,BRA,Brasil,B07_08,21639.2,0.8218,12059.7,0.1764,0.8236,0.6933
2018,BRA,Brasil,B09,67.4,0.8704,694.2,0.335,0.665,0.3944
2018,PER,Peru,B05_06,734.3,0.8625,1449.9,0.4923,0.5077,0.4196
2018,PER,Peru,B07_08,25006.1,0.8591,15399.8,0.0172,0.9828,0.9118
2018,PER,Peru,B09,2.9,0.9296,263.5,0.1927,0.8073,0.5328
2019,MEX,Mexico,B05_06,25343.7,0.9048,24499.2,0.1967,0.8033,0.6532
2019,MEX,Mexico,B07_08,5113.0,0.8799,8065.5,0.5666,0.4334,0.6356
2019,MEX,Mexico,B09,17.0,0.821,516.5,0.273,0.727,0.103
2019,CHL,Chile,B05_06,4.7,0.8046,31.6,0.5335,0.4665,0.2646
2019,CHL,Chile,B07_08,35400.8,0.8673,23283.6,0.0277,0.9723,0.9087
2019,CHL,Chile,B09,44.4,0.8737,40.6,0.2438,0.7562,0.4964
2019,AUS,Australia,B05_06,71615.7,0.9196,49149.1,0.0426,0.9574,0.8035
2019,AUS,Australia,B07_08,82596.1,0.9014,63239.9,0.2034,0.7966,0.8742
2019,AUS,Australia,B09,256.7,0.9054,4134.9,0.1493,0.8507,0.6173
2019,FIN,Finlandia,B05_06,75.0,0.6646,62.6,0.5875,0.4125,0.3277
2019,FIN,Finlandia,B07_08,474.3,0.6512,354.4,0.5129,0.4871,0.5214
2019,FIN,Finlandia,B09,28.2,0.6612,48.4,0.763,0.237,0.5027
2019,SWE,Suecia,B05_06,20.5,0.6862,54.1,0.8869,0.1131,0.506
2019,SWE,Suecia,B07_08,1587.4,0.8635,2777.3,0.6053,0.3947,0.76
2019,SWE,Suecia,B09,176.4,0.6925,31.3,0.0163,0.9837,0.9798
2020,MEX,Mexico,B05_06,22126.0,0.8936,18539.2,0.1153,0.8847,0.7716
2020,MEX,Mexico,B07_08,6411.3,0.8907,9505.7,0.5181,0.4819,0.6533
2020,MEX,Mexico,B09,11.3,0.8197,576.2,0.2025,0.7975,0.1112
2020,CHL,Chile,B05_06,2.7,0.7854,13.4,0.5764,0.4236,0.2742
2020,CHL,Chile,B07_08,37786.7,0.9046,29114.9,0.0396,0.9604,0.9125
2020,CHL,Chile,B09,49.7,0.8729,40.5,0.2077,0.7923,0.5642
2020,AUS,Australia,B05_06,65006.1,0.8889,32349.4,0.0183,0.9817,0.8739
2020,AUS,Australia,B07_08,88060.9,0.9205,83529.4,0.2551,0.7449,0.7771
2020,AUS,Australia,B09,261.9,0.9133,4094.0,0.1581,0.8419,0.6017
2020,FIN,Finlandia,B05_06,29.9,0.6539,64.0,0.8285,0.1715,0.2905
2020,FIN,Finlandia,B07_08,483.8,0.6595,379.8,0.4921,0.5079,0.4823
2020,FIN,Finlandia,B09,25.9,0.6812,51.3,0.7428,0.2572,0.4617
2020,SWE,Suecia,B05_06,25.2,0.6977,52.9,0.8603,0.1397,0.4896
2020,SWE,Suecia,B07_08,1764.3,0.8482,2520.7,0.5434,0.4566,0.7838
2020,SWE,Suecia,B09,164.8,0.6863,27.5,0.0195,0.9805,0.975
2020,CHN,China,B05_06,1287.3,0.8632,43461.6,0.9839,0.0161,0.1758
2020,CHN,China,B07_08,3861.2,0.7789,16555.9,0.9321,0.0679,0.1745
2020,CHN,China,B09,629.7,0.8043,1523.0,0.8774,0.1226,0.1858
2020,BRA,Brasil,B05_06,19346.8,0.824,11695.2,0.1411,0.8589,0.5705
2020,BRA,Brasil,B07_08,26567.4,0.8085,11996.6,0.0702,0.9298,0.8118
2020,BRA,Brasil,B09,56.9,0.8798,680.0,0.2721,0.7279,0.4749
2020,PER,Peru,B05_06,472.5,0.8985,856.4,0.375,0.625,0.3417
2020,PER,Peru,B07_08,22189.2,0.8796,14118.3,0.018,0.982,0.9151
2020,PER,Peru,B09,2.4,0.9157,210.6,0.1072,0.8928,0.5827
